building_type,price,construction_Year,building_condition,heating_Type,bedroom,province
apartment,535000,2003,good,gas,3,Antwerp
house,495000,1986,good,fueloil,4,Antwerp
apartment,322500,2021,good,gas,2,Antwerp
apartment,334750,2021,justrenovated,gas,3,Antwerp
apartment,575000,2021,justrenovated,gas,1,Antwerp
house,469000,2018,good,gas,4,Antwerp
apartment,490000,2012,justrenovated,gas,2,Antwerp
house,329000,1930,justrenovated,gas,2,Antwerp
house,715000,1958,justrenovated,gas,3,Antwerp
apartment,795000,1895,justrenovated,gas,2,Antwerp
house,685000,1906,justrenovated,gas,4,Antwerp
house,349000,1992,good,gas,2,Antwerp
apartment,125000,1970,justrenovated,gas,1,Antwerp
apartment,329000,2021,justrenovated,gas,2,Antwerp
apartment,363250,2021,justrenovated,gas,3,Antwerp
apartment,349000,2021,good,gas,2,Antwerp
house,549000,2009,good,gas,4,Antwerp
apartment,330000,2021,good,gas,2,Antwerp
apartment,335000,2019,justrenovated,gas,2,Antwerp
house,395000,1965,good,gas,5,Antwerp
apartment,580000,2018,good,gas,1,Antwerp
apartment,195000,2017,good,gas,1,Antwerp
house,419000,1961,good,gas,2,Antwerp
apartment,389000,2016,justrenovated,gas,3,Antwerp
apartment,210000,1977,good,gas,2,Antwerp
apartment,165000,1968,good,gas,1,Antwerp
apartment,319000,2014,good,gas,2,Antwerp
apartment,267000,1970,justrenovated,gas,1,Antwerp
apartment,199000,1978,good,gas,2,Antwerp
apartment,199000,2017,good,gas,1,Antwerp
house,435000,1950,good,gas,2,Antwerp
house,279000,1930,torenovate,gas,4,Antwerp
apartment,244000,1984,good,gas,3,Antwerp
house,398000,1978,good,gas,3,Antwerp
house,279000,1958,torenovate,gas,3,Antwerp
house,190000,1954,good,gas,3,Antwerp
house,425000,1913,justrenovated,gas,3,Antwerp
apartment,199000,1998,good,gas,2,Antwerp
apartment,385000,2011,justrenovated,gas,2,Antwerp
apartment,250000,1938,good,fueloil,2,Antwerp
apartment,207500,1976,good,gas,2,Antwerp
house,499900,1950,good,electric,5,Antwerp
house,369000,2022,justrenovated,gas,3,Antwerp
apartment,269000,1959,good,gas,2,Antwerp
house,539000,1985,good,gas,3,Antwerp
apartment,224000,1970,good,gas,2,Antwerp
apartment,299000,1997,good,gas,2,Antwerp
apartment,243000,1964,good,gas,3,Antwerp
apartment,279000,2004,good,gas,2,Antwerp
house,395000,1959,torenovate,fueloil,5,Antwerp
house,339000,1930,justrenovated,gas,3,Antwerp
apartment,599000,2009,good,gas,2,Antwerp
apartment,599000,2020,justrenovated,gas,3,Antwerp
house,293000,1914,good,gas,4,Antwerp
house,131000,1930,good,gas,3,Antwerp
house,579000,1981,good,electric,4,Antwerp
apartment,113750,1977,torenovate,gas,3,Antwerp
house,435000,1968,justrenovated,gas,2,Antwerp
apartment,225000,1996,justrenovated,gas,2,Antwerp
apartment,335000,1960,justrenovated,gas,2,Antwerp
house,729000,1964,justrenovated,fueloil,6,Antwerp
house,729000,1964,justrenovated,fueloil,6,Antwerp
apartment,274500,2022,justrenovated,gas,2,Antwerp
house,443000,1977,torenovate,electric,3,Antwerp
apartment,234885,2020,justrenovated,gas,1,Antwerp
apartment,209000,2001,good,gas,2,Antwerp
house,310000,1963,good,gas,3,Antwerp
apartment,225000,2009,justrenovated,gas,2,Antwerp
apartment,195000,1958,good,electric,2,Antwerp
apartment,335000,2010,justrenovated,gas,2,Antwerp
apartment,229000,1976,justrenovated,gas,2,Antwerp
house,429000,1974,good,electric,3,Antwerp
apartment,215000,1953,justrenovated,gas,2,Antwerp
apartment,165000,1936,good,gas,2,Antwerp
apartment,625000,2021,justrenovated,gas,2,Antwerp
apartment,225000,2010,good,gas,1,Antwerp
apartment,370000,1972,good,fueloil,5,Antwerp
apartment,174900,2022,justrenovated,electric,1,Antwerp
apartment,399000,2016,justrenovated,gas,3,Antwerp
apartment,730000,2017,good,gas,2,Antwerp
house,249000,1978,torenovate,gas,4,Antwerp
apartment,245000,1970,good,gas,3,Antwerp
apartment,135000,2003,good,gas,2,Antwerp
apartment,388000,2015,good,gas,2,Antwerp
house,310000,1960,torenovate,gas,4,Antwerp
house,297000,1969,good,gas,3,Antwerp
house,269000,1958,good,gas,3,Antwerp
house,389000,1985,good,gas,3,Antwerp
house,549000,2007,justrenovated,gas,3,Antwerp
house,495000,1962,justrenovated,fueloil,4,Antwerp
apartment,229000,1973,good,gas,3,Antwerp
apartment,199000,2013,good,gas,1,Antwerp
apartment,275000,2007,good,gas,3,Antwerp
house,349000,1930,good,gas,3,Antwerp
apartment,180000,2000,good,gas,1,Antwerp
apartment,255000,2019,good,gas,1,Antwerp
house,595000,1964,good,gas,6,Antwerp
apartment,395000,2020,justrenovated,gas,3,Antwerp
house,799950,2008,justrenovated,gas,3,Antwerp
house,395000,1976,good,gas,4,Brabant Wallonia
house,493000,2005,good,gas,3,Brabant Wallonia
house,540000,1979,good,gas,4,Brabant Wallonia
house,445000,1973,good,electric,2,Brabant Wallonia
house,493000,2005,good,gas,3,Brabant Wallonia
apartment,390000,2003,good,gas,2,Brabant Wallonia
apartment,295000,2022,good,gas,2,Brabant Wallonia
apartment,289000,2022,good,gas,2,Brabant Wallonia
apartment,445000,2021,good,gas,3,Brabant Wallonia
house,375000,1978,torenovate,gas,3,Brabant Wallonia
house,685000,2014,justrenovated,pellet,4,Brabant Wallonia
house,549000,1967,good,gas,6,Brabant Wallonia
house,420000,1974,torenovate,gas,5,Brabant Wallonia
apartment,265000,1990,good,gas,3,Brabant Wallonia
apartment,475000,2013,justrenovated,gas,3,Brabant Wallonia
house,549000,1967,good,gas,6,Brabant Wallonia
house,570000,1900,torenovate,gas,5,Brabant Wallonia
house,400000,1962,justrenovated,gas,3,Brabant Wallonia
apartment,215000,1976,justrenovated,gas,3,Brabant Wallonia
apartment,370000,2009,good,electric,2,Brabant Wallonia
house,585000,1978,justrenovated,gas,4,Brabant Wallonia
house,320000,1990,good,electric,1,Brabant Wallonia
apartment,300000,2014,good,electric,3,Brabant Wallonia
apartment,300000,2002,justrenovated,gas,2,Brabant Wallonia
house,695000,1970,torenovate,gas,5,Brabant Wallonia
house,465000,1993,good,electric,4,Brabant Wallonia
house,460000,1974,good,fueloil,4,Brabant Wallonia
house,275000,1910,good,gas,3,Brabant Wallonia
house,385000,1905,torenovate,fueloil,4,Brabant Wallonia
house,395000,1930,good,gas,3,Brabant Wallonia
house,350000,1875,torenovate,fueloil,3,Brabant Wallonia
house,525000,1991,good,gas,4,Brabant Wallonia
apartment,377000,2022,good,gas,2,Brabant Wallonia
house,569000,2022,justrenovated,gas,2,Brabant Wallonia
house,415000,1960,torenovate,fueloil,3,Brabant Wallonia
apartment,496150,2022,justrenovated,gas,3,Brabant Wallonia
house,495000,1976,good,gas,3,Brabant Wallonia
house,525000,1753,justrenovated,fueloil,4,Brabant Wallonia
house,525000,1753,justrenovated,fueloil,4,Brabant Wallonia
apartment,239000,2022,good,gas,1,Brabant Wallonia
house,645000,1975,good,fueloil,5,Brabant Wallonia
house,525000,1753,justrenovated,fueloil,4,Brabant Wallonia
apartment,229500,2022,good,gas,1,Brabant Wallonia
house,545000,1982,good,gas,6,Brabant Wallonia
house,450000,1932,torenovate,fueloil,3,Brabant Wallonia
apartment,260000,1998,good,fueloil,2,Brabant Wallonia
house,450000,1922,good,fueloil,4,Brabant Wallonia
apartment,269000,2022,good,gas,2,Brabant Wallonia
apartment,289000,2022,good,gas,2,Brabant Wallonia
apartment,377000,2022,good,gas,2,Brabant Wallonia
apartment,269000,2022,good,gas,2,Brabant Wallonia
apartment,234500,2022,good,gas,1,Brabant Wallonia
house,545000,1976,torenovate,fueloil,5,Brabant Wallonia
house,465000,2007,good,fueloil,4,Brabant Wallonia
house,600000,2005,good,fueloil,4,Brabant Wallonia
house,650000,1979,torenovate,gas,5,Brabant Wallonia
apartment,275000,2022,good,gas,2,Brabant Wallonia
apartment,360000,2021,justrenovated,gas,2,Brabant Wallonia
house,375000,1950,good,gas,3,Brabant Wallonia
apartment,456500,2021,justrenovated,gas,3,Brabant Wallonia
house,415000,1938,torenovate,gas,5,Brabant Wallonia
apartment,200000,1970,justrenovated,gas,1,Brabant Wallonia
house,425000,1920,good,gas,2,Brabant Wallonia
house,270000,1972,torenovate,gas,4,Brabant Wallonia
house,675000,1975,good,fueloil,5,Brabant Wallonia
house,545000,1961,torenovate,gas,4,Brabant Wallonia
apartment,385000,2020,justrenovated,gas,2,Brabant Wallonia
apartment,445000,1945,justrenovated,gas,2,Brabant Wallonia
house,695000,1984,good,fueloil,5,Brabant Wallonia
apartment,395000,1990,good,gas,3,Brabant Wallonia
apartment,250000,2005,good,electric,2,Brabant Wallonia
house,295000,1955,good,gas,2,Brabant Wallonia
house,315000,1920,good,gas,3,Brabant Wallonia
house,319000,1850,good,fueloil,2,Brabant Wallonia
house,695000,2019,justrenovated,gas,3,Brabant Wallonia
apartment,250000,1992,justrenovated,electric,2,Brabant Wallonia
apartment,220000,1972,good,gas,2,Brabant Wallonia
house,299900,1850,good,gas,4,Brabant Wallonia
house,395000,1900,good,fueloil,4,Brabant Wallonia
house,525000,1910,good,gas,4,Brabant Wallonia
house,500000,1978,justrenovated,gas,3,Brabant Wallonia
apartment,374500,2021,justrenovated,gas,2,Brabant Wallonia
apartment,425000,2023,good,gas,2,Brabant Wallonia
house,549000,1989,good,gas,4,Brabant Wallonia
apartment,330000,2019,justrenovated,gas,2,Brabant Wallonia
house,480000,2005,justrenovated,gas,4,Brabant Wallonia
apartment,330000,2019,justrenovated,gas,2,Brabant Wallonia
house,229900,1900,torenovate,fueloil,2,Brabant Wallonia
house,700000,2010,good,gas,7,Brabant Wallonia
house,210000,1900,good,gas,3,Brabant Wallonia
house,795000,1997,justrenovated,fueloil,4,Brabant Wallonia
apartment,250000,2007,justrenovated,gas,2,Brabant Wallonia
apartment,199000,1972,good,gas,2,Brabant Wallonia
apartment,775000,2022,justrenovated,gas,3,Brabant Wallonia
house,749000,1924,good,gas,3,Brabant Wallonia
house,785000,1976,good,fueloil,3,Brabant Wallonia
apartment,290000,2019,justrenovated,gas,2,Brabant Wallonia
apartment,319500,2023,good,gas,2,Brabant Wallonia
house,785000,1975,good,fueloil,4,Brabant Wallonia
apartment,291500,2021,justrenovated,gas,2,Brabant Wallonia
apartment,299000,2023,good,gas,3,Brabant Wallonia
apartment,289000,2023,good,gas,2,Brabant Wallonia
house,745000,1974,good,fueloil,4,Brabant Wallonia
house,745000,1974,good,fueloil,4,Brabant Wallonia
apartment,265000,1980,torenovate,gas,3,Brabant Wallonia
house,745000,1974,good,fueloil,4,Brabant Wallonia
house,725000,1970,justrenovated,electric,6,Brabant Wallonia
house,375000,1931,good,fueloil,4,Brabant Wallonia
house,749000,1971,justrenovated,gas,4,Brabant Wallonia
house,425000,1850,good,gas,6,Brabant Wallonia
apartment,455000,2020,good,gas,3,Brabant Wallonia
house,275000,1937,good,fueloil,3,Brabant Wallonia
house,745000,1974,good,fueloil,4,Brabant Wallonia
apartment,299000,1970,good,gas,3,Brabant Wallonia
house,535000,1956,justrenovated,gas,4,Brabant Wallonia
apartment,260000,2005,good,electric,2,Brabant Wallonia
apartment,225000,1976,good,gas,2,Brabant Wallonia
house,785000,1976,justrenovated,fueloil,3,Brabant Wallonia
house,585000,1985,good,gas,3,Brabant Wallonia
house,295000,1960,torenovate,fueloil,3,Brabant Wallonia
house,250000,1950,torenovate,gas,4,Brabant Wallonia
apartment,270000,2010,justrenovated,gas,2,Brabant Wallonia
apartment,265000,1960,good,gas,3,Brabant Wallonia
apartment,230000,2011,good,gas,1,Brabant Wallonia
house,795000,1971,justrenovated,gas,4,Brabant Wallonia
house,359000,1990,good,electric,3,Brabant Wallonia
apartment,325000,1992,torenovate,gas,3,Brabant Wallonia
house,390000,1938,good,gas,2,Brabant Wallonia
apartment,299000,2008,justrenovated,gas,2,Brabant Wallonia
apartment,275000,2018,good,gas,1,Brabant Wallonia
house,360000,1920,torenovate,fueloil,4,Brabant Wallonia
house,175000,1899,torenovate,gas,3,Brabant Wallonia
house,349000,1970,torenovate,fueloil,3,Brabant Wallonia
apartment,360000,2008,justrenovated,gas,2,Brabant Wallonia
apartment,375000,2017,justrenovated,gas,3,Brabant Wallonia
house,380000,1994,good,fueloil,3,Brabant Wallonia
house,330000,1977,good,fueloil,3,Brabant Wallonia
house,360000,2004,good,gas,3,Brabant Wallonia
apartment,215000,1976,torenovate,gas,2,Brabant Wallonia
apartment,230000,1965,justrenovated,gas,2,Brabant Wallonia
house,725000,1850,good,fueloil,7,Brabant Wallonia
house,350000,1968,torenovate,fueloil,2,Brabant Wallonia
house,485000,1972,good,gas,4,Brabant Wallonia
house,650000,1890,justrenovated,gas,3,Brabant Wallonia
apartment,385000,1980,good,gas,2,Brabant Wallonia
apartment,415000,2021,good,gas,2,Brabant Wallonia
apartment,630000,1969,justrenovated,gas,3,Brabant Wallonia
apartment,799000,2008,justrenovated,gas,2,Brabant Wallonia
house,650000,1964,good,gas,5,Brabant Wallonia
apartment,175000,1972,good,gas,2,Brabant Wallonia
apartment,525000,2012,justrenovated,gas,3,Brabant Wallonia
house,349000,1870,torenovate,fueloil,4,Brabant Wallonia
house,349000,1993,good,fueloil,3,Brabant Wallonia
house,240000,1900,justrenovated,fueloil,3,Brabant Wallonia
apartment,299000,2010,justrenovated,electric,2,Brabant Wallonia
house,595000,1954,torenovate,gas,4,Brabant Wallonia
apartment,210000,1996,good,electric,2,Brabant Wallonia
apartment,389000,2022,justrenovated,gas,2,Brabant Wallonia
apartment,299000,2023,good,gas,3,Brabant Wallonia
apartment,299000,2022,good,gas,3,Brabant Wallonia
house,690000,1980,good,gas,5,Brabant Wallonia
apartment,320000,2018,good,gas,2,Brabant Wallonia
house,795000,2002,justrenovated,gas,4,Brabant Wallonia
house,445000,1990,torenovate,fueloil,3,Brabant Wallonia
apartment,370000,2017,good,gas,2,Brabant Wallonia
apartment,375000,2018,good,gas,2,Brabant Wallonia
apartment,385000,2018,good,gas,2,Brabant Wallonia
house,699000,2022,good,gas,6,Brabant Wallonia
house,595000,1930,justrenovated,gas,4,Brabant Wallonia
house,600000,1970,torenovate,fueloil,6,Brabant Wallonia
house,445000,1978,good,fueloil,3,Brabant Wallonia
apartment,150000,1993,good,electric,1,Brabant Wallonia
house,300000,1900,good,fueloil,2,Brabant Wallonia
apartment,175000,1968,good,fueloil,2,Brabant Wallonia
apartment,150000,1968,torenovate,gas,1,Brabant Wallonia
house,495000,1946,good,fueloil,3,Brabant Wallonia
house,345000,1930,good,gas,4,Brabant Wallonia
house,495000,2005,justrenovated,electric,3,Brabant Wallonia
house,325000,1958,good,fueloil,3,Brabant Wallonia
house,585000,1980,justrenovated,gas,3,Brabant Wallonia
house,440000,1991,justrenovated,gas,2,Brabant Wallonia
apartment,210000,2006,good,gas,2,Brabant Wallonia
house,305000,1920,good,gas,3,Brabant Wallonia
house,495000,1930,good,gas,4,Brabant Wallonia
house,695000,2010,justrenovated,gas,4,Brabant Wallonia
house,550000,1969,torenovate,fueloil,3,Brabant Wallonia
house,550000,2020,justrenovated,gas,4,Brabant Wallonia
house,449000,1974,good,fueloil,4,Brabant Wallonia
house,795000,1900,good,gas,5,Brabant Wallonia
apartment,547500,2021,justrenovated,gas,3,Brabant Wallonia
apartment,279500,2022,good,gas,2,Brabant Wallonia
house,425000,1988,justrenovated,gas,5,Brabant Wallonia
house,690000,2021,justrenovated,gas,3,Brabant Wallonia
apartment,229500,2022,good,gas,1,Brabant Wallonia
house,715000,1938,good,gas,3,Brabant Wallonia
house,595000,1934,torenovate,fueloil,4,Brabant Wallonia
apartment,580000,2020,good,gas,2,Brabant Wallonia
apartment,631150,2022,justrenovated,gas,3,Brabant Wallonia
house,695000,2010,justrenovated,gas,4,Brabant Wallonia
house,600000,1985,torenovate,fueloil,4,Brabant Wallonia
house,690000,1896,good,gas,5,Brabant Wallonia
apartment,325000,2020,justrenovated,gas,2,Brabant Wallonia
house,645000,1958,justrenovated,fueloil,5,Brabant Wallonia
house,650000,1981,justrenovated,electric,4,Brabant Wallonia
house,625000,1962,justrenovated,gas,5,Brabant Wallonia
house,675000,2018,justrenovated,gas,4,Brabant Wallonia
house,670000,2003,justrenovated,gas,4,Brabant Wallonia
house,635000,1970,good,gas,4,Brabant Wallonia
house,590000,1965,justrenovated,gas,4,Brabant Wallonia
house,635000,1970,good,gas,4,Brabant Wallonia
apartment,170000,1990,good,gas,1,Brabant Wallonia
house,465000,1989,torenovate,electric,4,Brabant Wallonia
house,570000,1988,good,pellet,3,Brabant Wallonia
apartment,295000,2007,justrenovated,gas,1,Brabant Wallonia
house,415000,1977,torenovate,gas,4,Brabant Wallonia
house,599000,1890,good,fueloil,4,Brabant Wallonia
house,599000,1988,good,fueloil,5,Brabant Wallonia
house,595000,1929,good,fueloil,4,Brabant Wallonia
apartment,230000,1955,torenovate,gas,4,Brabant Wallonia
house,295000,1800,justrenovated,gas,3,Brabant Wallonia
house,650000,1950,justrenovated,gas,4,Brabant Wallonia
house,680000,1974,torenovate,fueloil,5,Brabant Wallonia
apartment,315000,1970,good,gas,2,Brabant Wallonia
apartment,490000,1969,good,gas,4,Brabant Wallonia
apartment,240000,1962,good,gas,2,Brabant Wallonia
house,339000,1975,good,fueloil,2,Brabant Wallonia
apartment,310000,1973,torenovate,fueloil,2,Brabant Wallonia
apartment,365000,2010,justrenovated,gas,2,Brabant Wallonia
house,339000,1975,good,fueloil,2,Brabant Wallonia
house,635000,1976,good,gas,3,Brabant Wallonia
apartment,425000,1990,good,gas,3,Brabant Wallonia
apartment,795000,2014,justrenovated,gas,3,Brabant Wallonia
apartment,475000,1998,justrenovated,gas,3,Brabant Wallonia
house,445000,1973,good,electric,2,Brabant Wallonia
house,695000,1900,good,gas,7,Brabant Wallonia
apartment,330000,1989,good,gas,2,Brabant Wallonia
house,375000,1977,torenovate,gas,3,Brabant Wallonia
apartment,229500,2022,good,gas,1,Brabant Wallonia
apartment,220000,1975,good,gas,2,Brabant Wallonia
apartment,477000,2022,justrenovated,gas,3,Brabant Wallonia
apartment,195000,2021,good,gas,1,Brabant Wallonia
house,650000,1971,justrenovated,gas,5,Brabant Wallonia
house,240000,1900,torenovate,gas,4,Brabant Wallonia
apartment,275000,1998,good,gas,2,Brabant Wallonia
apartment,240000,1930,good,gas,2,Brabant Wallonia
house,325000,1970,torenovate,fueloil,4,Brabant Wallonia
house,320000,1970,good,gas,3,Brabant Wallonia
house,650000,1971,justrenovated,gas,5,Brabant Wallonia
house,480000,1978,torenovate,fueloil,4,Brabant Wallonia
apartment,240000,2021,good,gas,2,Brabant Wallonia
house,425000,2008,justrenovated,gas,6,Brabant Wallonia
apartment,775000,2021,good,gas,3,Brabant Wallonia
apartment,675000,2021,good,gas,2,Brabant Wallonia
apartment,249000,2017,good,electric,2,Brabant Wallonia
house,425000,2008,justrenovated,gas,6,Brabant Wallonia
house,298000,1978,good,gas,3,Brabant Wallonia
apartment,250000,1979,good,gas,2,Brabant Wallonia
apartment,229500,2023,good,gas,1,Brabant Wallonia
house,399000,1979,good,gas,4,Brabant Wallonia
house,275000,1950,justrenovated,fueloil,3,Brabant Wallonia
house,225000,1996,justrenovated,gas,3,Brabant Wallonia
apartment,585000,2013,justrenovated,gas,2,Brabant Wallonia
apartment,450000,2017,justrenovated,gas,2,Brabant Wallonia
house,265000,1957,good,fueloil,2,Brabant Wallonia
house,375000,2013,justrenovated,gas,3,Brabant Wallonia
house,645000,1970,justrenovated,fueloil,3,Brabant Wallonia
house,390000,1977,good,electric,3,Brabant Wallonia
apartment,245000,2021,good,gas,2,Brabant Wallonia
house,390000,1971,torenovate,fueloil,3,Brabant Wallonia
apartment,140000,1973,torenovate,fueloil,1,Brabant Wallonia
house,515000,1999,good,fueloil,4,Brabant Wallonia
house,675000,1974,good,fueloil,5,Brabant Wallonia
house,385000,1950,torenovate,fueloil,4,Brabant Wallonia
house,395000,1989,justrenovated,electric,3,Brabant Wallonia
house,250000,1800,torenovate,gas,4,Brabant Wallonia
house,250000,1979,torenovate,wood,2,Brabant Wallonia
apartment,279000,2022,justrenovated,gas,1,Brabant Wallonia
house,625000,2007,good,gas,5,Brabant Wallonia
apartment,295000,2007,good,fueloil,2,Brabant Wallonia
house,250000,1850,good,fueloil,4,Brabant Wallonia
apartment,631150,2022,justrenovated,gas,3,Brabant Wallonia
apartment,491150,2022,justrenovated,gas,3,Brabant Wallonia
house,320000,1925,torenovate,fueloil,3,Brabant Wallonia
house,495000,2018,good,gas,3,Brabant Wallonia
apartment,250000,1977,good,fueloil,2,Brabant Wallonia
house,695000,2010,justrenovated,gas,4,Brabant Wallonia
house,315000,1940,justrenovated,fueloil,1,Brabant Wallonia
house,495000,1991,justrenovated,gas,3,Brabant Wallonia
apartment,285000,1992,good,electric,2,Brabant Wallonia
apartment,290000,2005,justrenovated,gas,2,Brabant Wallonia
house,350000,2010,good,gas,4,Brabant Wallonia
apartment,440000,2020,good,gas,3,Brabant Wallonia
house,635000,1972,torenovate,gas,4,Brabant Wallonia
apartment,299000,1970,justrenovated,gas,2,Brabant Wallonia
