building_type,price,construction_Year,building_condition,heating_Type,bedroom,province
house,315000,1970,justrenovated,gas,4,Limburg
house,625000,2008,justrenovated,gas,6,Limburg
house,429000,1974,good,gas,5,Limburg
house,479000,2012,justrenovated,electric,3,Limburg
house,235000,2020,good,gas,3,Limburg
apartment,239800,2016,good,gas,2,Limburg
apartment,239800,2016,good,gas,2,Limburg
apartment,164746,2016,good,gas,1,Limburg
apartment,163508,2016,good,gas,1,Limburg
apartment,160372,2016,good,gas,1,Limburg
apartment,160371,2016,good,gas,1,Limburg
apartment,160371,2016,good,gas,1,Limburg
house,275000,2022,good,gas,4,Limburg
house,695000,1999,justrenovated,fueloil,5,Limburg
apartment,269900,2022,good,gas,2,Limburg
apartment,269900,2022,good,gas,2,Limburg
apartment,269900,2022,good,gas,2,Limburg
apartment,274900,2022,good,gas,2,Limburg
apartment,274900,2022,good,gas,2,Limburg
apartment,279900,2022,good,gas,2,Limburg
house,315400,2022,good,gas,3,Limburg
apartment,279900,2022,good,gas,2,Limburg
apartment,329900,2022,good,gas,3,Limburg
apartment,334900,2022,good,gas,3,Limburg
apartment,349900,2022,good,gas,3,Limburg
house,460000,1949,good,gas,4,Limburg
house,459000,1984,good,fueloil,5,Limburg
apartment,304900,2022,good,gas,3,Limburg
house,199000,1933,torenovate,fueloil,1,Limburg
house,409000,1968,torenovate,fueloil,5,Limburg
apartment,249000,2002,good,electric,1,Limburg
apartment,350000,1960,good,gas,3,Limburg
house,299000,1962,good,gas,3,Limburg
house,299000,1980,good,electric,3,Limburg
house,545000,2003,justrenovated,gas,3,Limburg
apartment,285000,2009,justrenovated,gas,2,Limburg
house,199000,2000,good,gas,3,Limburg
house,196000,1950,torenovate,fueloil,4,Limburg
house,269000,1965,torenovate,fueloil,3,Limburg
apartment,445000,2019,good,gas,3,Limburg
house,349000,1953,good,gas,5,Limburg
house,159000,2008,good,pellet,2,Limburg
house,539000,2008,justrenovated,gas,5,Limburg
house,139000,1967,torenovate,gas,2,Limburg
apartment,458000,1998,good,electric,4,Limburg
house,449000,1996,good,fueloil,3,Limburg
house,259000,1952,good,fueloil,3,Limburg
house,249000,1950,torenovate,fueloil,4,Limburg
house,720000,2003,justrenovated,gas,5,Limburg
house,377000,1959,justrenovated,gas,3,Limburg
house,199000,1930,torenovate,gas,4,Limburg
house,369000,1983,good,gas,4,Limburg
house,195000,1950,torenovate,fueloil,2,Limburg
house,340000,1970,justrenovated,gas,3,Limburg
apartment,342000,2021,justrenovated,gas,2,Limburg
house,689000,2015,justrenovated,electric,5,Limburg
house,395000,1951,good,gas,3,Limburg
house,219000,1947,good,fueloil,2,Limburg
house,289000,1960,torenovate,fueloil,3,Limburg
house,229000,1950,torenovate,fueloil,3,Limburg
house,289000,1979,good,gas,3,Limburg
apartment,195000,1993,good,gas,2,Limburg
house,330000,2021,justrenovated,gas,4,Limburg
house,279000,1934,torenovate,gas,3,Limburg
house,204000,1953,torenovate,fueloil,3,Limburg
house,525000,1968,justrenovated,gas,5,Limburg
apartment,399000,1957,good,gas,3,Limburg
house,279000,1969,justrenovated,fueloil,3,Limburg
house,749000,1969,good,gas,4,Limburg
house,325000,1933,torenovate,fueloil,5,Limburg
house,675000,1994,good,fueloil,5,Limburg
house,430000,1992,justrenovated,gas,3,Limburg
house,339000,1961,good,gas,5,Limburg
house,325000,1976,torenovate,fueloil,3,Limburg
house,289000,1954,good,fueloil,3,Limburg
apartment,250000,1996,good,electric,3,Limburg
house,227000,1965,good,fueloil,3,Limburg
apartment,285000,2018,good,gas,2,Limburg
house,425000,1982,good,gas,3,Limburg
house,335000,1966,good,fueloil,4,Limburg
house,255000,1968,torenovate,fueloil,4,Limburg
house,140000,1957,torenovate,fueloil,3,Limburg
house,199000,1875,torenovate,fueloil,4,Namur
apartment,242500,2021,good,gas,2,Namur
house,395000,1998,justrenovated,fueloil,4,Namur
house,385000,1998,good,wood,3,Namur
house,99500,1972,good,gas,2,Namur
house,390000,1937,good,gas,4,Namur
house,99500,1972,good,gas,2,Namur
house,340000,1997,justrenovated,fueloil,3,Namur
apartment,325000,2018,justrenovated,gas,2,Namur
apartment,200000,1918,good,fueloil,2,Namur
house,275000,1803,torenovate,fueloil,4,Namur
house,285000,2001,torenovate,pellet,4,Namur
house,295000,1930,good,fueloil,4,Namur
house,295000,1930,good,fueloil,4,Namur
house,350000,1900,good,fueloil,3,Namur
apartment,225000,1964,good,gas,1,Namur
house,325000,1950,torenovate,gas,8,Namur
house,369000,1971,good,fueloil,5,Namur
house,380000,2022,good,gas,3,Namur
house,385000,1969,torenovate,fueloil,4,Namur
house,725000,2008,good,gas,3,Namur
house,290000,1958,good,gas,3,Namur
house,239000,1965,good,fueloil,2,Namur
apartment,204500,2020,good,gas,1,Namur
house,335000,2006,justrenovated,fueloil,4,Namur
house,250000,1970,good,fueloil,3,Namur
apartment,270000,2019,justrenovated,gas,2,Namur
house,220000,1950,good,gas,3,Namur
house,220000,2010,good,fueloil,4,Namur
house,325000,1998,torenovate,fueloil,2,Namur
house,315000,2015,justrenovated,pellet,3,Namur
house,795000,1900,torenovate,fueloil,8,Namur
house,240000,1900,good,fueloil,5,Namur
house,365000,1978,good,fueloil,6,Namur
apartment,265000,2018,justrenovated,gas,1,Namur
apartment,299000,2009,good,electric,3,Namur
house,350000,1937,torenovate,fueloil,4,Namur
house,250000,1939,torenovate,fueloil,2,Namur
house,649000,1850,justrenovated,fueloil,3,Namur
house,649000,1850,justrenovated,fueloil,3,Namur
house,269000,2002,good,fueloil,3,Namur
apartment,350000,1918,good,fueloil,5,Namur
house,199000,1850,torenovate,fueloil,4,Namur
apartment,242500,2020,good,gas,2,Namur
apartment,215000,1995,good,gas,1,Namur
apartment,265000,2022,good,gas,1,Namur
house,425000,2014,justrenovated,electric,3,Namur
apartment,224500,2020,good,gas,2,Namur
apartment,224500,2020,good,gas,2,Namur
apartment,204500,2020,good,gas,1,Namur
apartment,220000,1976,good,electric,2,Namur
house,465000,2006,good,fueloil,4,Namur
apartment,225000,2010,justrenovated,gas,2,Namur
house,465000,2006,good,fueloil,4,Namur
apartment,272500,2020,good,gas,2,Namur
house,275000,1820,good,fueloil,3,Namur
apartment,260000,2022,justrenovated,gas,2,Namur
apartment,295000,2022,good,gas,2,Namur
house,165000,1994,justrenovated,gas,4,Namur
apartment,345000,2020,justrenovated,gas,2,Namur
house,530000,2000,justrenovated,fueloil,5,Namur
apartment,350000,2022,good,gas,2,Namur
apartment,285000,2022,good,gas,2,Namur
house,299999,2018,good,pellet,2,Namur
house,399000,1955,good,pellet,3,Namur
apartment,225000,2000,good,gas,1,Namur
house,299000,1978,torenovate,fueloil,3,Namur
house,300000,1940,good,fueloil,2,Namur
apartment,260000,2011,good,gas,2,Namur
house,334000,1976,good,fueloil,3,Namur
house,450000,1965,good,gas,7,Namur
house,330000,1979,good,fueloil,4,Namur
house,285000,1850,torenovate,fueloil,3,Namur
house,50000,1971,justrenovated,fueloil,3,Namur
house,329000,1971,justrenovated,fueloil,3,Namur
apartment,179000,1994,good,gas,2,Namur
apartment,155000,2008,good,gas,1,Namur
house,325000,1970,good,fueloil,3,Namur
house,790000,1965,good,fueloil,4,Namur
house,158000,1978,good,fueloil,3,Namur
apartment,155000,2004,justrenovated,gas,2,Namur
house,499000,1993,good,fueloil,6,Namur
house,460000,2007,good,fueloil,6,Namur
house,99500,1982,good,gas,2,Namur
apartment,199000,2022,justrenovated,gas,2,Namur
apartment,224000,2022,justrenovated,gas,2,Namur
house,429000,1957,justrenovated,fueloil,3,Namur
house,350000,1908,torenovate,fueloil,4,Namur
house,399000,2012,good,gas,4,Namur
house,245000,1940,good,fueloil,3,Namur
apartment,284000,2022,justrenovated,gas,2,Namur
house,248000,1972,good,fueloil,4,Namur
house,519000,2002,justrenovated,gas,3,Namur
apartment,339000,2022,justrenovated,gas,2,Namur
house,245000,1975,good,electric,3,Namur
house,518000,1900,good,gas,5,Namur
house,250000,1874,torenovate,wood,3,Namur
house,495000,1850,justrenovated,fueloil,4,Namur
house,298000,1973,good,fueloil,5,Namur
apartment,234000,2022,justrenovated,gas,2,Namur
apartment,234000,2022,justrenovated,gas,2,Namur
apartment,224000,2022,justrenovated,gas,2,Namur
apartment,224000,2022,justrenovated,gas,2,Namur
apartment,229000,1975,good,gas,2,Namur
house,190000,1950,good,fueloil,4,Namur
house,550000,1842,torenovate,fueloil,5,Namur
apartment,285000,2001,torenovate,pellet,4,Namur
house,299000,2008,justrenovated,fueloil,4,Namur
house,299999,1962,good,fueloil,3,Namur
house,274500,2002,good,fueloil,3,Namur
house,270000,1993,good,electric,3,Namur
house,380000,1978,good,fueloil,3,Namur
house,419000,1920,good,gas,6,Namur
house,495000,2000,good,fueloil,4,Namur
house,310000,2001,justrenovated,fueloil,3,Namur
apartment,250000,2021,good,gas,2,Namur
house,465000,1982,good,fueloil,5,Namur
apartment,350000,2020,good,gas,3,Namur
apartment,350000,2020,good,gas,3,Namur
house,310000,1961,torenovate,fueloil,4,Namur
house,299999,2018,good,pellet,2,Namur
apartment,385000,2021,good,gas,3,Namur
house,280000,2006,good,wood,3,Namur
house,175000,1965,torenovate,fueloil,3,Namur
house,300000,1912,good,fueloil,4,Namur
apartment,125000,1986,torenovate,electric,2,Namur
house,195000,1936,torenovate,fueloil,5,Namur
apartment,299000,2009,good,electric,2,Namur
house,290000,1980,good,fueloil,3,Namur
house,295000,2022,justrenovated,gas,3,Namur
house,134999,1951,torenovate,fueloil,4,Namur
house,159000,1900,good,gas,3,Namur
apartment,325000,2011,good,gas,3,Namur
apartment,149000,2008,good,gas,1,Namur
house,599000,1890,torenovate,fueloil,7,Namur
house,170000,1960,torenovate,fueloil,2,Namur
house,575000,1990,good,gas,4,Namur
house,329000,1964,torenovate,fueloil,4,Namur
house,329000,1964,torenovate,fueloil,4,Namur
house,268000,1900,torenovate,fueloil,3,Namur
apartment,290000,2012,good,gas,2,Namur
house,75000,1991,good,gas,2,Namur
house,50000,1959,torenovate,fueloil,2,Namur
apartment,316500,2020,justrenovated,gas,3,Namur
house,229000,1920,torenovate,gas,3,Namur
apartment,272500,2020,good,gas,2,Namur
apartment,215000,2006,good,gas,1,Namur
house,50000,1971,torenovate,fueloil,3,Namur
house,495000,1900,good,gas,6,Namur
apartment,195000,1972,torenovate,fueloil,2,Namur
apartment,299000,2011,good,gas,3,Namur
house,180000,1932,torenovate,fueloil,2,Namur
apartment,250000,1895,torenovate,gas,4,Namur
house,495000,1899,good,fueloil,4,Namur
house,115000,1973,good,fueloil,3,Namur
apartment,125000,2008,good,electric,1,Namur
apartment,199000,2001,justrenovated,gas,2,Namur
house,290000,1976,torenovate,fueloil,4,Namur
house,495000,1979,good,fueloil,4,Namur
apartment,220000,2005,justrenovated,electric,2,Namur
house,475000,1993,good,electric,6,Namur
house,36000,2005,good,gas,2,Namur
house,520000,2010,good,gas,3,Namur
house,150000,1979,justrenovated,gas,4,Namur
apartment,179000,1960,good,fueloil,1,Namur
apartment,286000,2022,justrenovated,gas,3,Namur
apartment,385000,2024,justrenovated,gas,3,Namur
house,50000,1971,torenovate,fueloil,3,Namur
apartment,230000,2007,justrenovated,electric,2,Namur
apartment,208000,2022,justrenovated,gas,1,Namur
apartment,270000,2022,justrenovated,gas,5,Namur
apartment,225000,1895,torenovate,gas,2,Namur
house,235000,1880,justrenovated,fueloil,4,Namur
house,249000,1976,good,fueloil,3,Namur
house,420000,1903,torenovate,fueloil,7,Namur
apartment,259000,1938,justrenovated,fueloil,2,Namur
house,275000,1972,good,electric,3,Namur
house,350000,1918,good,fueloil,5,Namur
apartment,328500,2020,justrenovated,gas,3,Namur
house,325000,1970,good,fueloil,3,Namur
apartment,212000,1964,torenovate,gas,3,Namur
apartment,215000,1998,justrenovated,gas,2,Namur
house,525000,1753,justrenovated,fueloil,4,Namur
house,199000,1899,good,fueloil,5,Namur
apartment,259000,1993,torenovate,gas,3,Namur
house,235000,1960,good,gas,3,Namur
apartment,250000,2013,justrenovated,gas,3,Namur
apartment,285000,1965,justrenovated,fueloil,2,Namur
house,795000,1910,torenovate,fueloil,7,Namur
apartment,285000,2006,good,gas,2,Namur
apartment,250000,2003,good,gas,2,Namur
house,299000,1981,torenovate,gas,3,Namur
apartment,238000,2021,justrenovated,gas,2,Namur
house,229000,1963,good,fueloil,4,Namur
house,349000,1995,torenovate,pellet,3,Namur
house,499000,1874,torenovate,fueloil,16,Namur
house,325000,2016,justrenovated,gas,3,Namur
house,359000,1951,good,gas,4,Namur
house,574000,1950,torenovate,gas,9,Namur
apartment,135000,1980,good,gas,1,Namur
apartment,208000,2024,justrenovated,gas,1,Namur
house,199000,1957,torenovate,fueloil,4,Namur
apartment,285000,2016,justrenovated,gas,2,Namur
house,240000,1972,good,fueloil,4,Namur
apartment,295000,2019,justrenovated,gas,2,Namur
apartment,125000,2010,good,fueloil,1,Namur
apartment,79000,1995,good,electric,2,Namur
apartment,250000,1981,good,fueloil,3,Namur
apartment,213000,2024,justrenovated,gas,1,Namur
house,239000,1900,torenovate,fueloil,4,Namur
house,369000,1984,justrenovated,fueloil,3,Namur
house,195000,1961,torenovate,fueloil,3,Namur
house,499000,1874,torenovate,fueloil,16,Namur
house,195000,1966,good,fueloil,3,Namur
house,315000,1965,justrenovated,gas,2,Oost Vlaanderen
house,450000,2014,justrenovated,gas,4,Oost Vlaanderen
house,330000,1955,justrenovated,gas,3,Oost Vlaanderen
house,289000,1940,torenovate,gas,4,Oost Vlaanderen
house,330000,1969,torenovate,gas,4,Oost Vlaanderen
house,275000,1974,good,gas,3,Oost Vlaanderen
house,295000,1975,good,electric,3,Oost Vlaanderen
house,335000,1986,good,fueloil,3,Oost Vlaanderen
house,349000,1956,torenovate,fueloil,3,Oost Vlaanderen
house,189000,1930,justrenovated,gas,1,Oost Vlaanderen
house,195000,1958,torenovate,fueloil,3,Oost Vlaanderen
house,250000,1965,torenovate,fueloil,3,Oost Vlaanderen
house,195000,1953,good,gas,5,Oost Vlaanderen
house,255000,1940,good,gas,4,Oost Vlaanderen
house,525000,1989,good,fueloil,4,Oost Vlaanderen
house,435000,1951,justrenovated,gas,3,Oost Vlaanderen
house,345000,1996,good,fueloil,2,Oost Vlaanderen
house,269000,1976,torenovate,gas,3,Oost Vlaanderen
house,735000,1925,good,fueloil,6,Oost Vlaanderen
house,339000,1930,good,gas,3,Oost Vlaanderen
house,349000,2021,good,gas,3,Oost Vlaanderen
house,435000,1951,justrenovated,gas,3,Oost Vlaanderen
house,619000,1969,torenovate,fueloil,4,Oost Vlaanderen
house,420000,1975,good,electric,3,Oost Vlaanderen
house,289000,2021,justrenovated,gas,3,Oost Vlaanderen
house,310000,1956,justrenovated,gas,3,Oost Vlaanderen
house,349500,1977,good,gas,3,Oost Vlaanderen
house,589000,1965,good,gas,4,Oost Vlaanderen
house,349000,2021,good,gas,3,Oost Vlaanderen
house,645000,1989,justrenovated,gas,3,Oost Vlaanderen
house,575000,1978,good,electric,2,Oost Vlaanderen
house,649000,2002,good,gas,4,Oost Vlaanderen
house,329000,1932,good,gas,3,Oost Vlaanderen
house,495500,2021,good,gas,3,Oost Vlaanderen
house,595000,2012,justrenovated,gas,4,Oost Vlaanderen
house,365000,1967,torenovate,electric,3,Oost Vlaanderen
house,295000,1954,good,gas,2,Oost Vlaanderen
house,298000,2016,justrenovated,gas,2,Oost Vlaanderen
house,335000,1986,torenovate,gas,5,Oost Vlaanderen
house,240000,1968,torenovate,carbon,3,Oost Vlaanderen
house,439000,1965,good,gas,4,Oost Vlaanderen
house,735000,1995,good,fueloil,5,Oost Vlaanderen
house,185000,1932,torenovate,gas,2,Oost Vlaanderen
house,775000,1967,good,fueloil,4,Oost Vlaanderen
house,195000,1930,torenovate,fueloil,3,Oost Vlaanderen
house,229000,1964,good,electric,4,Oost Vlaanderen
house,625000,1978,torenovate,fueloil,5,Oost Vlaanderen
house,219000,1931,good,gas,4,Oost Vlaanderen
house,349000,2005,good,gas,4,Oost Vlaanderen
house,212000,1850,good,gas,2,Oost Vlaanderen
house,195000,1930,torenovate,fueloil,3,Oost Vlaanderen
house,375000,1951,good,gas,5,Oost Vlaanderen
house,375000,1951,good,gas,5,Oost Vlaanderen
house,349000,1966,good,fueloil,3,Oost Vlaanderen
house,619900,1985,good,gas,4,Oost Vlaanderen
house,250000,2020,good,gas,3,Oost Vlaanderen
house,184000,1958,good,gas,3,Oost Vlaanderen
house,645000,1978,torenovate,gas,3,Oost Vlaanderen
house,375000,1966,good,gas,3,Oost Vlaanderen
house,179000,1963,torenovate,gas,3,Oost Vlaanderen
house,399900,1962,good,fueloil,3,Oost Vlaanderen
house,399000,1954,good,fueloil,4,Oost Vlaanderen
house,325000,1955,good,gas,3,Oost Vlaanderen
house,299000,1965,good,gas,3,Oost Vlaanderen
house,299000,1960,torenovate,gas,4,Oost Vlaanderen
house,414500,1935,good,gas,4,Oost Vlaanderen
house,349000,2005,good,gas,4,Oost Vlaanderen
house,335000,1986,torenovate,gas,5,Oost Vlaanderen
house,345000,1969,good,gas,3,Oost Vlaanderen
house,798750,1995,good,gas,3,Oost Vlaanderen
house,215000,1954,good,gas,4,Oost Vlaanderen
house,399000,1976,good,gas,3,Oost Vlaanderen
house,795000,1963,justrenovated,gas,5,Oost Vlaanderen
house,440000,1982,good,gas,3,Oost Vlaanderen
house,725000,1970,torenovate,fueloil,4,Oost Vlaanderen
house,295000,1952,good,gas,3,Oost Vlaanderen
house,269000,2018,good,gas,2,Oost Vlaanderen
house,625000,2007,justrenovated,gas,3,Oost Vlaanderen
house,449000,1977,good,gas,3,Oost Vlaanderen
house,695000,1976,justrenovated,gas,2,Oost Vlaanderen
house,589000,1973,justrenovated,gas,5,Oost Vlaanderen
house,689000,2021,justrenovated,gas,6,Oost Vlaanderen
house,475000,1932,good,gas,2,Oost Vlaanderen
house,249000,1969,torenovate,gas,4,Oost Vlaanderen
house,320000,1958,torenovate,fueloil,3,Oost Vlaanderen
house,725000,1970,torenovate,fueloil,4,Oost Vlaanderen
house,327000,1972,torenovate,gas,3,Oost Vlaanderen
house,699000,1890,justrenovated,gas,3,Oost Vlaanderen
house,349000,1974,good,gas,3,Oost Vlaanderen
house,155000,1960,torenovate,gas,3,Oost Vlaanderen
house,469000,1987,justrenovated,electric,3,Oost Vlaanderen
house,265000,1965,torenovate,fueloil,2,Oost Vlaanderen
house,775000,1994,justrenovated,gas,7,Oost Vlaanderen
house,315000,2004,good,gas,3,Oost Vlaanderen
house,495000,1989,good,electric,3,Oost Vlaanderen
house,309000,1936,torenovate,gas,3,Oost Vlaanderen
house,189000,1930,torenovate,gas,3,Oost Vlaanderen
house,399000,1900,justrenovated,gas,4,Oost Vlaanderen
house,189000,1988,good,pellet,3,Oost Vlaanderen
house,625000,1883,justrenovated,gas,5,Oost Vlaanderen
house,382000,1975,torenovate,gas,3,Oost Vlaanderen
house,365000,1855,justrenovated,gas,3,Oost Vlaanderen
house,360000,1964,good,gas,3,Oost Vlaanderen
house,657000,1974,good,gas,3,Oost Vlaanderen
house,550000,1850,torenovate,gas,4,Oost Vlaanderen
house,319000,1971,torenovate,gas,4,Oost Vlaanderen
house,349900,1960,torenovate,fueloil,3,Oost Vlaanderen
house,172000,1874,torenovate,gas,3,Oost Vlaanderen
house,384931,2021,good,electric,5,Oost Vlaanderen
house,315000,1982,torenovate,fueloil,4,Oost Vlaanderen
house,249000,1936,justrenovated,gas,3,Oost Vlaanderen
house,395000,1968,good,fueloil,4,Oost Vlaanderen
house,210000,1918,good,pellet,3,Oost Vlaanderen
house,285000,1963,torenovate,fueloil,3,Oost Vlaanderen
house,710000,1986,justrenovated,fueloil,3,Oost Vlaanderen
house,210000,1955,torenovate,fueloil,3,Oost Vlaanderen
house,400000,2002,good,gas,4,Oost Vlaanderen
house,300000,1957,torenovate,fueloil,3,Oost Vlaanderen
house,355000,2011,good,gas,5,Oost Vlaanderen
house,385000,1952,justrenovated,gas,3,Oost Vlaanderen
house,399000,2004,justrenovated,gas,4,Oost Vlaanderen
house,265000,1975,good,gas,3,Oost Vlaanderen
house,179000,1950,torenovate,gas,3,Oost Vlaanderen
house,192000,1936,torenovate,gas,2,Oost Vlaanderen
house,289229,2023,justrenovated,gas,3,Oost Vlaanderen
house,419000,1946,justrenovated,gas,3,Oost Vlaanderen
house,321500,1939,justrenovated,gas,3,Oost Vlaanderen
house,298000,1899,torenovate,gas,4,Oost Vlaanderen
house,199000,1967,torenovate,fueloil,3,Oost Vlaanderen
house,359000,1959,torenovate,fueloil,3,Oost Vlaanderen
house,230000,1951,torenovate,gas,3,Oost Vlaanderen
house,449900,1982,justrenovated,pellet,4,Oost Vlaanderen
house,225000,1965,good,gas,3,Oost Vlaanderen
house,177000,1975,torenovate,gas,3,Oost Vlaanderen
house,435000,1974,justrenovated,gas,5,Oost Vlaanderen
house,250000,1890,good,gas,2,Oost Vlaanderen
house,495000,1975,torenovate,gas,5,Oost Vlaanderen
house,350000,1981,torenovate,gas,3,Oost Vlaanderen
house,589000,1959,justrenovated,gas,5,Oost Vlaanderen
house,595000,1983,justrenovated,electric,3,Oost Vlaanderen
house,170000,1936,good,gas,2,Oost Vlaanderen
house,224000,1930,good,gas,2,Oost Vlaanderen
house,395000,1955,good,gas,4,Oost Vlaanderen
house,419000,1946,justrenovated,gas,3,Oost Vlaanderen
house,465000,1980,justrenovated,gas,3,Oost Vlaanderen
house,315500,2022,good,gas,3,Oost Vlaanderen
house,349000,1966,good,fueloil,2,Oost Vlaanderen
house,399000,1966,good,fueloil,3,Oost Vlaanderen
house,399000,1937,justrenovated,gas,3,Oost Vlaanderen
house,249000,1965,good,gas,3,Oost Vlaanderen
house,399000,1937,justrenovated,gas,3,Oost Vlaanderen
house,699000,1890,justrenovated,gas,3,Oost Vlaanderen
house,695000,1995,justrenovated,gas,3,Oost Vlaanderen
house,299000,1900,good,gas,3,Oost Vlaanderen
house,695000,1995,justrenovated,gas,3,Oost Vlaanderen
house,249000,1985,good,electric,2,Oost Vlaanderen
house,465000,1979,good,gas,3,Oost Vlaanderen
house,439000,2000,justrenovated,fueloil,3,Oost Vlaanderen
house,415000,1954,justrenovated,electric,4,Oost Vlaanderen
house,169000,1934,torenovate,gas,3,Oost Vlaanderen
house,299000,1963,torenovate,fueloil,4,Oost Vlaanderen
house,449000,1987,good,fueloil,4,Oost Vlaanderen
house,675000,1997,justrenovated,gas,5,Oost Vlaanderen
house,375000,1958,good,gas,3,Oost Vlaanderen
house,480000,2000,justrenovated,gas,4,Oost Vlaanderen
house,650000,1976,justrenovated,gas,3,Oost Vlaanderen
house,599000,1998,good,gas,5,Oost Vlaanderen
house,598000,1952,good,gas,6,Oost Vlaanderen
house,239000,1955,torenovate,gas,2,Oost Vlaanderen
house,735000,1885,good,gas,5,Oost Vlaanderen
house,589000,1957,good,fueloil,3,Oost Vlaanderen
house,335000,1935,good,gas,3,Oost Vlaanderen
house,419000,2004,justrenovated,gas,3,Oost Vlaanderen
house,245000,1957,good,gas,4,Oost Vlaanderen
house,529000,1981,good,gas,2,Oost Vlaanderen
house,125000,1955,torenovate,gas,2,Oost Vlaanderen
house,497000,1948,justrenovated,fueloil,4,Oost Vlaanderen
house,329000,1979,torenovate,gas,3,Oost Vlaanderen
house,420000,1971,good,gas,8,Oost Vlaanderen
house,310500,2022,good,gas,3,Oost Vlaanderen
house,339000,1966,torenovate,fueloil,5,Oost Vlaanderen
house,349000,1950,justrenovated,gas,4,Oost Vlaanderen
house,475000,1974,good,fueloil,5,Oost Vlaanderen
house,359000,1973,justrenovated,gas,3,Oost Vlaanderen
house,370000,1987,good,fueloil,3,Oost Vlaanderen
house,555000,2024,good,gas,3,Oost Vlaanderen
house,275000,1874,good,gas,2,Oost Vlaanderen
house,399900,1964,justrenovated,gas,2,Oost Vlaanderen
house,379000,1997,good,gas,4,Oost Vlaanderen
house,385000,2007,justrenovated,gas,3,Oost Vlaanderen
house,415000,1954,justrenovated,electric,4,Oost Vlaanderen
house,189000,1951,torenovate,fueloil,2,Oost Vlaanderen
house,389000,1995,good,gas,5,Oost Vlaanderen
house,390000,2013,justrenovated,gas,3,Oost Vlaanderen
house,395000,1960,torenovate,fueloil,4,Oost Vlaanderen
house,395000,1960,torenovate,fueloil,4,Oost Vlaanderen
house,398000,2022,good,gas,4,Oost Vlaanderen
house,259000,1952,good,gas,3,Oost Vlaanderen
house,549000,2009,justrenovated,gas,5,Oost Vlaanderen
house,488000,1976,good,electric,3,Oost Vlaanderen
house,545000,1936,justrenovated,gas,3,Oost Vlaanderen
house,549000,1980,justrenovated,gas,4,Oost Vlaanderen
house,450000,1995,justrenovated,gas,3,Oost Vlaanderen
house,425000,1992,good,gas,3,Oost Vlaanderen
house,299000,1972,good,fueloil,3,Oost Vlaanderen
house,220000,1972,torenovate,gas,3,Oost Vlaanderen
house,620000,2004,justrenovated,gas,4,Oost Vlaanderen
house,199000,1950,justrenovated,gas,3,Oost Vlaanderen
house,159000,1971,torenovate,gas,3,Oost Vlaanderen
house,439000,2017,good,gas,3,Oost Vlaanderen
house,595000,1998,justrenovated,gas,3,Oost Vlaanderen
house,599000,1942,good,gas,4,Oost Vlaanderen
house,339000,1980,good,electric,4,Oost Vlaanderen
house,349000,1955,torenovate,gas,2,Oost Vlaanderen
house,649000,1976,good,fueloil,4,Oost Vlaanderen
house,695000,1961,justrenovated,gas,5,Oost Vlaanderen
house,335000,1976,good,gas,3,Oost Vlaanderen
house,290000,1974,good,fueloil,3,Oost Vlaanderen
house,325000,1955,good,gas,3,Oost Vlaanderen
house,750000,1930,good,fueloil,2,Oost Vlaanderen
house,225000,1999,good,gas,1,Oost Vlaanderen
house,395000,1973,torenovate,fueloil,3,Oost Vlaanderen
house,160000,1962,good,gas,3,Oost Vlaanderen
house,260000,1953,good,gas,3,Oost Vlaanderen
house,385000,2010,justrenovated,gas,4,Oost Vlaanderen
house,795000,1936,good,fueloil,4,Oost Vlaanderen
house,100000,1953,torenovate,gas,3,Oost Vlaanderen
house,775000,2006,justrenovated,gas,6,Oost Vlaanderen
house,105000,1930,torenovate,gas,3,Oost Vlaanderen
house,150000,1959,good,fueloil,3,Oost Vlaanderen
house,395000,1955,good,gas,4,Oost Vlaanderen
house,339000,1900,good,gas,3,Oost Vlaanderen
house,765000,1960,justrenovated,gas,4,Oost Vlaanderen
house,425000,1986,good,electric,5,Oost Vlaanderen
house,745000,1958,torenovate,fueloil,3,Oost Vlaanderen
house,690000,1855,good,gas,4,Oost Vlaanderen
house,600000,1991,good,gas,6,Oost Vlaanderen
house,590000,1977,good,gas,3,Oost Vlaanderen
house,395000,1978,good,fueloil,4,Oost Vlaanderen
house,589000,1998,justrenovated,gas,3,Oost Vlaanderen
house,369000,1971,justrenovated,gas,4,Oost Vlaanderen
house,579000,1996,justrenovated,fueloil,4,Oost Vlaanderen
house,549000,1990,justrenovated,gas,4,Oost Vlaanderen
house,419000,1954,good,fueloil,4,Oost Vlaanderen
house,230000,1936,torenovate,gas,4,Oost Vlaanderen
house,429000,2001,justrenovated,gas,3,Oost Vlaanderen
house,549000,2009,justrenovated,gas,3,Oost Vlaanderen
house,549000,2005,justrenovated,gas,2,Oost Vlaanderen
house,545000,1930,good,gas,5,Oost Vlaanderen
house,550000,1968,justrenovated,gas,6,Oost Vlaanderen
house,395000,1978,good,fueloil,4,Oost Vlaanderen
house,795000,1964,good,gas,5,Oost Vlaanderen
house,270000,1900,torenovate,fueloil,3,Oost Vlaanderen
house,275000,1946,torenovate,gas,3,Oost Vlaanderen
house,209000,1933,torenovate,fueloil,4,Oost Vlaanderen
house,315000,1949,good,gas,3,Oost Vlaanderen
house,559000,2022,good,electric,4,Oost Vlaanderen
house,175000,1936,torenovate,gas,5,Oost Vlaanderen
