building_type,price,zip,kitchen_type,construction_Year,building_condition,heating_type,bedroom,province
house,175000,4347,installed,1899,good,fueloil,2,Liege
apartment,159000,4680,installed,1950,good,gas,2,Liege
house,149000,4000,semiequipped,1970,torenovate,gas,3,Liege
house,249000,4000,semiequipped,1930,good,gas,4,Liege
house,315000,4000,semiequipped,1945,good,gas,3,Liege
house,285000,4280,hyperequipped,2016,good,electric,3,Liege
house,285000,4287,semiequipped,1920,good,fueloil,3,Liege
house,285000,4053,semiequipped,1967,torenovate,fueloil,3,Liege
apartment,199000,4000,installed,1977,good,gas,3,Liege
house,345000,4300,semiequipped,1850,good,fueloil,4,Liege
house,120000,4100,semiequipped,1956,torenovate,gas,2,Liege
apartment,279500,4460,semiequipped,1850,justrenovated,gas,2,Liege
apartment,125000,4101,installed,2004,justrenovated,gas,3,Liege
apartment,285000,4140,installed,2004,good,fueloil,3,Liege
apartment,150000,4000,installed,1970,good,gas,2,Liege
house,330000,4970,semiequipped,1899,torenovate,fueloil,5,Liege
house,60000,4540,semiequipped,1973,good,fueloil,2,Liege
house,180000,4300,semiequipped,1900,torenovate,fueloil,3,Liege
apartment,249000,4130,semiequipped,2020,justrenovated,gas,1,Liege
apartment,289000,4042,semiequipped,2011,good,gas,4,Liege
house,239000,4590,semiequipped,1890,good,pellet,3,Liege
apartment,290000,4430,installed,2008,good,gas,3,Liege
house,269000,4252,semiequipped,2020,justrenovated,gas,3,Liege
house,290000,4537,semiequipped,1939,good,fueloil,3,Liege
house,310000,4280,installed,1928,good,pellet,3,Liege
house,599000,4280,semiequipped,2011,good,fueloil,5,Liege
house,349000,4920,installed,1980,good,fueloil,4,Liege
house,219000,4870,semiequipped,1968,torenovate,gas,4,Liege
apartment,169000,4460,installed,1899,justrenovated,fueloil,3,Liege
apartment,169000,4000,hyperequipped,1976,good,gas,1,Liege
house,485000,4130,installed,1983,justrenovated,fueloil,4,Liege
house,495000,4877,semiequipped,1964,torenovate,fueloil,4,Liege
house,499000,4680,hyperequipped,2007,justrenovated,gas,5,Liege
house,275000,4260,installed,1861,torenovate,fueloil,4,Liege
apartment,270000,4400,semiequipped,2021,good,gas,3,Liege
house,790000,4300,notinstalled,1918,good,fueloil,5,Liege
apartment,270000,4400,semiequipped,2021,good,gas,3,Liege
apartment,99000,4100,hyperequipped,1949,good,gas,1,Liege
house,150000,4030,semiequipped,1957,torenovate,gas,4,Liege
house,275000,4400,notinstalled,1899,good,gas,5,Liege
apartment,169000,4000,installed,2004,good,electric,2,Liege
apartment,169000,4000,semiequipped,1958,good,gas,1,Liege
apartment,179000,4020,semiequipped,1979,torenovate,gas,3,Liege
apartment,169000,4000,installed,1966,justrenovated,gas,1,Liege
house,299000,4500,semiequipped,2019,good,gas,3,Liege
house,79000,4460,semiequipped,1996,good,fueloil,3,Liege
house,239000,4400,semiequipped,1958,good,gas,3,Liege
apartment,99000,4102,hyperequipped,1949,good,gas,1,Liege
house,310000,4540,installed,1850,good,fueloil,4,Liege
house,279000,4432,installed,1964,good,fueloil,4,Liege
house,449000,4432,semiequipped,1988,justrenovated,electric,3,Liege
house,685000,4053,semiequipped,1974,torenovate,fueloil,5,Liege
house,319000,4340,hyperequipped,2009,justrenovated,gas,3,Liege
apartment,155000,4690,semiequipped,1970,torenovate,fueloil,3,Liege
house,295000,4420,installed,1975,justrenovated,gas,4,Liege
apartment,159000,4420,installed,2010,good,gas,1,Liege
apartment,585000,4000,notinstalled,1957,torenovate,gas,5,Liege
house,275000,4287,semiequipped,1900,good,fueloil,3,Liege
house,375000,4537,semiequipped,2012,good,fueloil,4,Liege
house,300000,4360,hyperequipped,1840,torenovate,fueloil,6,Liege
house,375000,4500,installed,1978,good,electric,5,Liege
house,349000,4577,hyperequipped,2010,good,gas,3,Liege
apartment,135000,4690,semiequipped,1970,torenovate,fueloil,2,Liege
house,340000,4040,installed,1950,good,gas,4,Liege
house,355000,4760,semiequipped,1999,good,fueloil,4,Liege
house,385000,4671,installed,1988,good,fueloil,3,Liege
house,400000,4730,installed,2003,justrenovated,fueloil,4,Liege
apartment,170000,4020,semiequipped,1965,good,gas,2,Liege
apartment,225000,4121,installed,2008,justrenovated,fueloil,1,Liege
house,420000,4030,semiequipped,1947,good,gas,5,Liege
house,349500,4920,notinstalled,2022,good,gas,4,Liege
apartment,187500,4430,installed,2018,good,gas,2,Liege
house,349000,4250,installed,1998,good,fueloil,3,Liege
apartment,266500,4500,notinstalled,2020,good,gas,2,Liege
apartment,195000,4430,installed,1970,justrenovated,fueloil,2,Liege
house,149000,4431,installed,1964,good,fueloil,3,Liege
apartment,795000,4000,hyperequipped,2012,justrenovated,gas,3,Liege
house,420000,4000,semiequipped,1915,good,electric,4,Liege
house,172000,4802,installed,1975,good,electric,4,Liege
house,425000,4257,semiequipped,1995,justrenovated,fueloil,4,Liege
apartment,147500,4020,installed,1938,good,gas,2,Liege
house,380000,4280,installed,2004,good,fueloil,5,Liege
house,325000,4000,installed,1990,good,gas,4,Liege
apartment,259000,4121,installed,2022,good,gas,2,Liege
apartment,237000,4121,installed,2022,good,gas,2,Liege
apartment,239000,4000,installed,2008,good,gas,2,Liege
house,259000,4280,semiequipped,1900,good,fueloil,3,Liege
apartment,204000,4121,installed,2022,good,gas,1,Liege
apartment,129000,4820,semiequipped,2010,good,gas,2,Liege
house,425000,4050,installed,1983,good,gas,4,Liege
apartment,55000,4020,semiequipped,1945,good,gas,1,Liege
apartment,130000,4500,semiequipped,1961,good,gas,2,Liege
apartment,295000,4460,installed,1850,justrenovated,gas,2,Liege
apartment,165000,4020,semiequipped,1978,good,gas,3,Liege
apartment,65000,4020,semiequipped,1945,good,gas,1,Liege
apartment,69000,4020,semiequipped,1945,good,gas,1,Liege
apartment,155000,4690,semiequipped,1973,good,fueloil,2,Liege
apartment,584750,4000,semiequipped,2019,justrenovated,gas,5,Liege
house,599000,4820,notinstalled,2013,good,gas,16,Liege
apartment,291500,4121,installed,2022,good,gas,3,Liege
apartment,299000,4830,installed,2021,justrenovated,gas,2,Liege
house,165000,4870,notinstalled,1965,torenovate,fueloil,3,Liege
house,179000,4020,notinstalled,1899,torenovate,gas,5,Liege
house,239000,4280,installed,1930,good,gas,3,Liege
apartment,256555,4620,installed,2021,justrenovated,gas,3,Liege
house,199000,4342,installed,1934,good,fueloil,4,Liege
house,125000,4280,notinstalled,1800,torenovate,wood,6,Liege
apartment,256957,4620,installed,2021,justrenovated,gas,3,Liege
house,205000,4000,installed,1954,torenovate,fueloil,3,Liege
house,215000,4600,semiequipped,1947,torenovate,pellet,3,Liege
house,159000,4500,semiequipped,1899,good,gas,2,Liege
house,229000,4530,semiequipped,1950,torenovate,fueloil,3,Liege
house,239000,4420,semiequipped,1957,torenovate,fueloil,3,Liege
house,239000,4000,installed,1956,torenovate,fueloil,3,Liege
house,249500,4100,installed,2009,good,gas,3,Liege
house,250000,4540,installed,1953,torenovate,fueloil,4,Liege
house,264000,4000,semiequipped,1993,good,electric,4,Liege
house,269000,4160,notinstalled,1970,torenovate,fueloil,4,Liege
apartment,298000,4051,installed,2008,justrenovated,gas,4,Liege
apartment,295000,4342,installed,2008,justrenovated,gas,4,Liege
house,269000,4500,installed,2011,good,fueloil,4,Liege
apartment,365000,4000,hyperequipped,1963,justrenovated,gas,3,Liege
house,269000,4500,installed,1984,good,fueloil,4,Liege
house,100000,4040,semiequipped,1840,torenovate,gas,2,Liege
apartment,248250,4121,installed,2022,justrenovated,gas,2,Liege
house,229000,4590,semiequipped,1890,good,fueloil,2,Liege
house,249000,4032,semiequipped,2002,good,gas,3,Liege
house,260000,4000,semiequipped,1875,torenovate,electric,4,Liege
house,449000,4590,semiequipped,1890,good,fueloil,7,Liege
house,650000,4430,installed,1970,good,gas,7,Liege
house,650000,4430,installed,1970,good,gas,8,Liege
house,215000,4260,installed,1954,justrenovated,pellet,2,Liege
house,399000,4219,installed,1920,good,electric,4,Liege
house,339000,4840,notinstalled,2020,justrenovated,gas,3,Liege
house,99000,4870,notinstalled,1849,torenovate,gas,2,Liege
apartment,290000,4041,installed,2015,justrenovated,gas,3,Liege
house,369000,4970,semiequipped,2005,good,fueloil,4,Liege
house,295000,4590,installed,2022,good,gas,3,Liege
house,299000,4690,semiequipped,1977,good,fueloil,6,Liege
house,299000,4700,installed,2022,good,gas,3,Liege
house,219500,4400,installed,1958,good,gas,3,Liege
house,225000,4420,installed,1978,justrenovated,gas,3,Liege
house,450000,4670,installed,1975,good,fueloil,5,Liege
house,499000,4530,installed,1953,good,fueloil,7,Liege
house,269000,4300,semiequipped,1900,justrenovated,pellet,3,Liege
house,380000,4500,semiequipped,1961,good,gas,5,Liege
house,332199,4121,installed,2022,justrenovated,gas,4,Liege
apartment,260000,4000,semiequipped,1965,good,gas,3,Liege
house,275000,4040,notinstalled,1837,torenovate,gas,5,Liege
house,435000,4537,installed,1978,justrenovated,fueloil,4,Liege
house,400000,4130,notinstalled,1976,torenovate,electric,3,Liege
house,440000,4910,installed,2008,good,gas,4,Liege
apartment,140000,4970,installed,2009,justrenovated,fueloil,2,Liege
apartment,90000,4053,semiequipped,1960,torenovate,gas,1,Liege
house,449000,4218,semiequipped,1952,good,fueloil,4,Liege
apartment,130000,4700,installed,1988,justrenovated,gas,1,Liege
apartment,99000,4820,semiequipped,2010,good,gas,2,Liege
apartment,125000,4000,notinstalled,1980,justrenovated,gas,2,Liege
apartment,149000,4000,installed,1975,justrenovated,gas,1,Liege
apartment,129000,4820,semiequipped,2010,good,gas,2,Liege
apartment,100000,4000,installed,1966,good,fueloil,2,Liege
apartment,169000,4870,installed,1954,good,gas,2,Liege
apartment,129000,4820,semiequipped,2010,good,gas,2,Liege
apartment,129000,4820,semiequipped,2010,good,gas,2,Liege
apartment,139000,4820,installed,2010,good,gas,2,Liege
apartment,125000,4500,semiequipped,1961,good,gas,1,Liege
apartment,324000,4121,installed,2022,good,gas,4,Liege
apartment,139000,4820,installed,2010,good,gas,2,Liege
house,269000,4280,notinstalled,1963,torenovate,fueloil,4,Liege
house,215000,4700,installed,1971,good,gas,2,Liege
house,399000,4260,installed,2012,good,fueloil,4,Liege
apartment,125000,4500,semiequipped,1961,good,gas,1,Liege
house,241000,4000,installed,1830,justrenovated,pellet,2,Liege
house,275000,4300,semiequipped,1977,justrenovated,fueloil,3,Liege
house,275000,4500,hyperequipped,1953,justrenovated,fueloil,4,Liege
house,299000,4480,hyperequipped,1934,good,gas,4,Liege
house,280000,4041,semiequipped,1967,torenovate,fueloil,3,Liege
house,299000,4500,installed,1874,justrenovated,gas,4,Liege
apartment,239000,4000,installed,1996,good,electric,2,Liege
house,307200,4500,semiequipped,1849,justrenovated,gas,4,Liege
apartment,229000,4032,semiequipped,1968,good,fueloil,2,Liege
apartment,229000,4032,hyperequipped,1997,justrenovated,gas,3,Liege
house,239000,4347,semiequipped,1930,torenovate,fueloil,5,Liege
house,329000,4570,installed,2002,good,fueloil,4,Liege
house,239900,4100,installed,1940,good,gas,4,Liege
house,365000,4970,semiequipped,1866,good,fueloil,5,Liege
house,349000,4520,semiequipped,1961,good,gas,7,Liege
house,349000,4802,installed,1947,good,gas,5,Liege
house,349000,4870,installed,1976,justrenovated,fueloil,4,Liege
apartment,200000,4610,installed,2018,justrenovated,gas,1,Liege
house,335000,4300,semiequipped,1976,good,fueloil,4,Liege
house,360000,4031,hyperequipped,1930,justrenovated,gas,2,Liege
house,249000,4350,semiequipped,1909,good,fueloil,4,Liege
house,379000,4210,installed,1850,justrenovated,gas,5,Liege
apartment,242500,4620,notinstalled,2020,good,gas,2,Liege
house,299000,4837,semiequipped,2010,good,gas,3,Liege
apartment,193000,4430,installed,2019,good,gas,2,Liege
house,239000,4400,installed,1952,good,pellet,3,Liege
house,325000,4052,notinstalled,1900,torenovate,fueloil,4,Liege
house,150000,4347,semiequipped,1930,torenovate,fueloil,2,Liege
house,150000,4130,notinstalled,1959,torenovate,pellet,2,Liege
house,195000,4870,installed,2014,torenovate,gas,4,Liege
house,425000,4950,semiequipped,1975,good,fueloil,3,Liege
house,370000,4121,installed,2022,justrenovated,gas,4,Liege
house,100000,4052,semiequipped,1941,torenovate,fueloil,4,Liege
house,85000,4032,semiequipped,1962,torenovate,fueloil,2,Liege
house,25000,4040,semiequipped,1953,torenovate,gas,3,Liege
house,450000,4020,installed,1900,good,gas,6,Liege
house,329500,4121,installed,2022,justrenovated,gas,4,Liege
house,185000,4000,semiequipped,1965,torenovate,gas,4,Liege
house,430000,4420,installed,2003,justrenovated,fueloil,3,Liege
house,300000,4350,installed,1996,good,fueloil,2,Liege
apartment,140000,4431,semiequipped,1950,good,electric,2,Liege
house,590000,4020,hyperequipped,1932,good,gas,3,Liege
house,249500,4100,installed,2005,justrenovated,gas,3,Liege
apartment,229000,4870,installed,2013,justrenovated,gas,3,Liege
apartment,229000,4540,installed,2013,good,pellet,2,Liege
house,490000,4500,installed,2011,justrenovated,electric,3,Liege
house,675000,4750,installed,1974,good,fueloil,9,Liege
house,199500,4500,installed,1970,good,gas,4,Liege
house,240000,4350,installed,1996,good,fueloil,2,Liege
apartment,399000,4000,semiequipped,1930,justrenovated,gas,1,Liege
apartment,199000,4000,installed,2006,good,gas,2,Liege
house,549000,4900,hyperequipped,2006,justrenovated,gas,4,Liege
apartment,199000,4000,installed,1970,good,fueloil,2,Liege
house,349000,4610,installed,2012,justrenovated,gas,3,Liege
house,219000,4430,installed,1918,torenovate,fueloil,3,Liege
house,299000,4837,installed,2022,good,gas,3,Liege
apartment,219000,4430,installed,1991,good,electric,3,Liege
house,189000,4877,notinstalled,1993,torenovate,fueloil,2,Liege
house,189000,4870,notinstalled,1993,torenovate,fueloil,2,Liege
house,275000,4680,semiequipped,1975,torenovate,fueloil,3,Liege
house,178000,4430,installed,1955,good,fueloil,2,Liege
house,165000,4877,notinstalled,1965,torenovate,fueloil,3,Liege
apartment,259500,4480,installed,2016,good,gas,2,Liege
house,140000,4500,semiequipped,1918,torenovate,gas,4,Liege
house,140000,4102,semiequipped,1899,torenovate,gas,2,Liege
house,139000,4051,notinstalled,1885,torenovate,fueloil,4,Liege
house,129000,4030,installed,1932,torenovate,gas,2,Liege
house,180000,4820,semiequipped,2015,good,gas,4,Liege
house,99000,4051,notinstalled,1960,torenovate,gas,3,Liege
house,249000,4257,semiequipped,1950,torenovate,fueloil,4,Liege
house,595000,4141,semiequipped,1950,justrenovated,fueloil,10,Liege
house,84000,4680,notinstalled,1899,torenovate,gas,1,Liege
apartment,149000,4040,semiequipped,1970,good,fueloil,2,Liege
house,259000,4040,semiequipped,1938,good,gas,7,Liege
house,119500,4100,semiequipped,1980,good,gas,3,Liege
apartment,167000,4040,semiequipped,1970,good,fueloil,2,Liege
apartment,259000,4340,installed,2008,good,gas,2,Liege
apartment,295000,4041,installed,2013,justrenovated,gas,3,Liege
house,235000,4257,semiequipped,1900,torenovate,fueloil,3,Liege
house,186000,4020,semiequipped,1971,good,fueloil,4,Liege
house,289000,4500,semiequipped,1958,good,fueloil,3,Liege
house,159000,4430,semiequipped,1899,good,fueloil,2,Liege
house,185000,4800,installed,1933,good,fueloil,3,Liege
house,180000,4020,semiequipped,1950,torenovate,gas,4,Liege
house,295000,4500,semiequipped,1930,torenovate,gas,3,Liege
house,30000,4100,notinstalled,1952,torenovate,gas,4,Liege
apartment,195000,4400,installed,2008,good,gas,2,Liege
apartment,295000,4041,installed,2013,justrenovated,gas,3,Liege
house,120000,4420,installed,1900,good,pellet,2,Liege
apartment,179000,4520,installed,2006,justrenovated,electric,2,Liege
apartment,179000,4000,installed,2011,justrenovated,electric,2,Liege
house,359000,4480,installed,1986,good,gas,3,Liege
apartment,169500,4020,semiequipped,2011,good,gas,2,Liege
house,229000,4020,semiequipped,1919,torenovate,gas,4,Liege
house,270000,4120,semiequipped,1982,torenovate,fueloil,3,Liege
house,229000,4030,semiequipped,1939,good,gas,4,Liege
apartment,156000,4460,installed,1875,justrenovated,gas,2,Liege
apartment,129000,4820,installed,2010,good,gas,2,Liege
house,319000,4480,installed,1986,good,gas,3,Liege
house,249000,4000,notinstalled,1831,torenovate,fueloil,6,Liege
house,310000,4500,notinstalled,1850,good,gas,4,Liege
house,249000,4020,notinstalled,1930,torenovate,gas,4,Liege
apartment,129000,4820,installed,2010,good,gas,2,Liege
house,300000,4300,installed,1962,good,gas,3,Liege
house,249000,4040,installed,1970,good,fueloil,3,Liege
house,299000,4960,semiequipped,1957,torenovate,fueloil,8,Liege
house,249000,4420,installed,1979,good,gas,4,Liege
house,299000,4020,installed,1850,good,gas,6,Liege
house,249000,4420,installed,1920,torenovate,gas,5,Liege
house,360000,4000,semiequipped,1991,torenovate,fueloil,3,Liege
house,325000,4432,installed,1960,good,fueloil,4,Liege
house,279000,4000,installed,1930,good,gas,5,Liege
apartment,149000,4020,notinstalled,1963,torenovate,gas,3,Liege
apartment,129000,4820,installed,2010,good,gas,2,Liege
apartment,129000,4820,installed,2010,good,gas,2,Liege
apartment,129000,4820,installed,2010,good,gas,2,Liege
apartment,129000,4820,installed,2010,good,gas,2,Liege
apartment,155000,4000,semiequipped,1956,good,gas,2,Liege
house,199000,4500,semiequipped,1875,good,gas,5,Liege
house,179000,4920,notinstalled,1993,torenovate,electric,2,Liege
apartment,180000,4020,hyperequipped,1925,torenovate,gas,3,Liege
apartment,229000,4700,installed,2023,good,gas,2,Liege
house,255000,4841,installed,1850,good,fueloil,5,Liege
house,229500,4470,installed,2003,good,gas,3,Liege
apartment,245000,4130,semiequipped,2021,justrenovated,gas,3,Liege
apartment,139000,4000,semiequipped,1968,good,gas,1,Liege
house,99000,4051,notinstalled,1918,torenovate,fueloil,1,Liege
house,99000,4100,notinstalled,1918,good,gas,2,Liege
apartment,190000,4300,semiequipped,1995,torenovate,fueloil,2,Liege
house,449000,4100,installed,2003,good,gas,5,Liege
house,120000,4480,notinstalled,1899,torenovate,carbon,3,Liege
house,129000,4500,notinstalled,1850,good,gas,2,Liege
house,139500,4520,notinstalled,1918,torenovate,gas,4,Liege
house,149000,4040,notinstalled,1919,torenovate,gas,4,Liege
house,390000,4671,installed,1973,good,fueloil,3,Liege
house,149000,4420,semiequipped,1874,good,gas,2,Liege
house,149000,4800,notinstalled,1850,torenovate,gas,3,Liege
house,165000,4101,semiequipped,1938,torenovate,gas,2,Liege
house,169000,4020,notinstalled,1958,good,gas,3,Liege
house,169000,4100,semiequipped,1918,good,fueloil,3,Liege
house,399000,4590,semiequipped,1958,good,fueloil,4,Liege
house,189000,4100,installed,1918,good,gas,4,Liege
house,189000,4420,semiequipped,1954,torenovate,fueloil,5,Liege
house,194000,4000,installed,1948,good,gas,3,Liege
house,349000,4280,notinstalled,1946,good,fueloil,5,Liege
