building_type,price,zip,kitchen_type,construction_Year,building_condition,heating_type,bedroom,province
house,625000,7890,semiequipped,1987,good,electric,3,Hainaut
house,450000,7000,hyperequipped,1899,justrenovated,gas,5,Hainaut
house,180000,7080,semiequipped,1926,torenovate,fueloil,3,Hainaut
house,205000,7370,installed,2020,good,gas,3,Hainaut
house,165000,7170,installed,1900,torenovate,gas,4,Hainaut
house,365000,6230,semiequipped,1975,torenovate,gas,4,Hainaut
house,79000,7140,semiequipped,1900,torenovate,gas,2,Hainaut
house,400000,7500,installed,1954,good,gas,5,Hainaut
house,249000,7000,installed,1900,torenovate,gas,2,Hainaut
house,380000,6530,installed,1980,good,gas,5,Hainaut
house,259000,7100,installed,1977,justrenovated,gas,3,Hainaut
house,349900,6230,installed,1976,torenovate,gas,3,Hainaut
house,385000,6280,installed,1990,good,fueloil,4,Hainaut
house,375000,7110,hyperequipped,1981,justrenovated,gas,3,Hainaut
house,159999,6040,semiequipped,1950,torenovate,gas,2,Hainaut
house,425000,6060,installed,2004,justrenovated,gas,4,Hainaut
house,395000,7760,semiequipped,1999,good,fueloil,4,Hainaut
house,285000,7100,hyperequipped,1920,good,gas,2,Hainaut
house,199000,7170,installed,1950,good,fueloil,2,Hainaut
house,169900,6183,installed,1900,good,gas,2,Hainaut
house,249999,6250,semiequipped,1972,good,fueloil,4,Hainaut
house,149999,7170,semiequipped,1920,torenovate,pellet,2,Hainaut
house,695000,7181,installed,1900,good,gas,7,Hainaut
house,250000,7350,semiequipped,1950,torenovate,fueloil,6,Hainaut
house,335000,7170,semiequipped,1934,good,fueloil,4,Hainaut
house,235000,6140,semiequipped,1950,good,gas,4,Hainaut
house,395000,7800,installed,1875,justrenovated,fueloil,5,Hainaut
house,400000,7730,semiequipped,1997,good,fueloil,2,Hainaut
house,109000,7141,semiequipped,1900,torenovate,fueloil,4,Hainaut
house,270000,6040,hyperequipped,1975,justrenovated,fueloil,3,Hainaut
house,159000,7100,installed,1985,good,gas,3,Hainaut
house,150000,6230,installed,1874,justrenovated,gas,2,Hainaut
house,149999,6061,installed,1900,good,gas,3,Hainaut
house,339000,7730,installed,1976,good,fueloil,4,Hainaut
house,435000,7880,installed,1974,good,fueloil,3,Hainaut
house,225000,7890,semiequipped,2008,good,gas,2,Hainaut
house,240000,7618,installed,1950,good,fueloil,3,Hainaut
house,515000,6230,installed,1999,good,fueloil,4,Hainaut
house,229000,7141,installed,2016,justrenovated,gas,3,Hainaut
house,515000,7180,installed,1999,good,fueloil,4,Hainaut
house,149999,6061,installed,1902,good,gas,3,Hainaut
house,500000,6210,hyperequipped,1997,justrenovated,fueloil,5,Hainaut
house,349500,7890,installed,1900,good,fueloil,4,Hainaut
house,129999,6040,semiequipped,1900,torenovate,gas,5,Hainaut
house,189900,6044,semiequipped,1874,good,gas,4,Hainaut
house,185000,7060,semiequipped,1931,good,gas,3,Hainaut
house,119999,6060,notinstalled,1931,good,gas,3,Hainaut
house,239000,7140,hyperequipped,1950,good,gas,3,Hainaut
house,179000,7170,installed,1900,good,gas,3,Hainaut
house,359000,7060,installed,2023,good,gas,3,Hainaut
house,315000,7180,semiequipped,1973,torenovate,wood,3,Hainaut
house,159999,6040,installed,1900,good,gas,2,Hainaut
house,119900,6030,notinstalled,1899,torenovate,gas,4,Hainaut
house,175000,6200,installed,1918,torenovate,gas,3,Hainaut
house,159999,6040,installed,1905,good,gas,4,Hainaut
house,119000,7140,installed,1900,torenovate,fueloil,3,Hainaut
house,349000,7700,installed,2009,good,gas,3,Hainaut
house,152000,6031,semiequipped,1900,justrenovated,gas,2,Hainaut
house,299000,7380,hyperequipped,2020,justrenovated,gas,4,Hainaut
house,299000,7370,hyperequipped,2020,justrenovated,gas,4,Hainaut
house,299000,7180,notinstalled,1950,torenovate,gas,4,Hainaut
house,79000,7140,semiequipped,1900,torenovate,gas,1,Hainaut
house,520000,7860,installed,2000,justrenovated,gas,3,Hainaut
house,172500,7100,semiequipped,1936,good,gas,2,Hainaut
house,239900,6230,semiequipped,1972,torenovate,fueloil,4,Hainaut
house,149999,6030,notinstalled,1905,torenovate,gas,3,Hainaut
house,89000,6044,semiequipped,1957,good,carbon,1,Hainaut
house,295000,6020,installed,2022,justrenovated,gas,3,Hainaut
apartment,60000,6000,semiequipped,1985,torenovate,gas,1,Hainaut
house,79000,7100,notinstalled,1900,good,gas,2,Hainaut
house,190000,6032,installed,1977,good,electric,2,Hainaut
house,525000,7880,installed,1973,good,fueloil,4,Hainaut
house,119000,6020,installed,1950,good,fueloil,5,Hainaut
house,109999,6224,installed,1990,good,gas,3,Hainaut
house,109000,6020,semiequipped,1900,good,fueloil,3,Hainaut
house,139000,6030,installed,1930,good,gas,2,Hainaut
house,119000,6031,semiequipped,1950,torenovate,gas,3,Hainaut
house,595000,6230,installed,1960,good,fueloil,6,Hainaut
house,99999,6150,notinstalled,1930,torenovate,gas,2,Hainaut
house,430000,7500,installed,1910,torenovate,gas,5,Hainaut
house,319000,6040,semiequipped,1970,torenovate,fueloil,5,Hainaut
house,460000,7061,installed,1998,good,gas,4,Hainaut
house,180000,6040,semiequipped,1950,torenovate,fueloil,2,Hainaut
house,180000,7130,installed,1970,good,gas,5,Hainaut
house,245000,6044,installed,1955,justrenovated,gas,3,Hainaut
house,119999,6061,semiequipped,1900,torenovate,gas,2,Hainaut
house,159999,6030,installed,1968,good,gas,3,Hainaut
house,99999,6001,notinstalled,1830,torenovate,gas,3,Hainaut
house,199000,6230,installed,1920,good,fueloil,3,Hainaut
apartment,548000,6280,hyperequipped,2008,good,electric,4,Hainaut
house,149999,6031,installed,1923,good,fueloil,3,Hainaut
house,199999,6040,installed,1923,torenovate,gas,7,Hainaut
house,199999,6200,installed,1950,justrenovated,gas,3,Hainaut
house,360000,6001,hyperequipped,2022,justrenovated,gas,4,Hainaut
house,279999,6030,installed,2010,justrenovated,gas,4,Hainaut
house,199000,7134,semiequipped,1900,torenovate,gas,5,Hainaut
house,209000,7100,installed,1955,justrenovated,gas,3,Hainaut
house,325000,7060,installed,1984,torenovate,fueloil,4,Hainaut
house,645000,7910,installed,1979,good,fueloil,4,Hainaut
house,189000,6150,installed,1923,good,gas,4,Hainaut
apartment,189000,6150,installed,2010,good,gas,2,Hainaut
house,99999,6060,installed,1902,torenovate,pellet,2,Hainaut
house,79000,6030,notinstalled,1900,torenovate,gas,4,Hainaut
house,205000,7070,installed,1980,good,gas,4,Hainaut
house,165000,6180,installed,1950,justrenovated,gas,3,Hainaut
house,299999,6000,installed,1950,justrenovated,gas,4,Hainaut
house,69999,6061,notinstalled,1908,torenovate,gas,1,Hainaut
house,124999,6001,notinstalled,1951,torenovate,gas,3,Hainaut
house,49999,6061,semiequipped,1893,torenovate,wood,2,Hainaut
house,119999,6030,installed,1904,good,fueloil,3,Hainaut
house,295000,7000,installed,1960,good,gas,5,Hainaut
house,149999,6224,installed,1970,good,fueloil,3,Hainaut
house,149999,6150,semiequipped,1930,torenovate,gas,4,Hainaut
house,149999,6060,installed,1940,good,gas,2,Hainaut
house,149999,6030,semiequipped,1940,torenovate,gas,6,Hainaut
house,535000,7730,hyperequipped,2010,justrenovated,gas,5,Hainaut
house,145000,7110,semiequipped,1954,torenovate,gas,3,Hainaut
house,134999,6040,installed,1900,torenovate,gas,3,Hainaut
apartment,228000,6001,installed,2007,good,electric,3,Hainaut
house,160000,6182,installed,1930,good,gas,4,Hainaut
house,540000,7500,semiequipped,1910,good,fueloil,4,Hainaut
house,129999,6030,semiequipped,1903,torenovate,fueloil,3,Hainaut
house,129000,6440,installed,2010,good,fueloil,3,Hainaut
house,75000,7972,installed,1875,good,fueloil,2,Hainaut
house,129000,6031,notinstalled,1950,torenovate,gas,4,Hainaut
house,450000,6230,notinstalled,1850,torenovate,fueloil,4,Hainaut
house,199900,6238,installed,1971,good,fueloil,3,Hainaut
house,125000,6230,semiequipped,1900,torenovate,gas,3,Hainaut
house,195000,7110,installed,1934,good,gas,4,Hainaut
house,165000,6182,installed,1950,justrenovated,gas,3,Hainaut
house,279999,6250,installed,1972,good,wood,2,Hainaut
house,124999,6150,installed,1950,torenovate,gas,2,Hainaut
house,124999,6000,semiequipped,1938,torenovate,gas,3,Hainaut
house,309000,7712,installed,2010,justrenovated,gas,3,Hainaut
house,119999,6180,semiequipped,1950,torenovate,gas,3,Hainaut
apartment,150000,7080,installed,2008,good,gas,2,Hainaut
house,139999,6061,installed,1900,torenovate,fueloil,5,Hainaut
house,250000,6044,hyperequipped,1970,justrenovated,fueloil,2,Hainaut
house,289000,7062,installed,1976,good,gas,2,Hainaut
house,469000,6210,hyperequipped,2001,good,fueloil,4,Hainaut
house,439000,6230,hyperequipped,1993,good,fueloil,5,Hainaut
house,269000,7070,installed,1874,good,fueloil,3,Hainaut
house,490000,7050,semiequipped,1854,good,fueloil,10,Hainaut
house,195000,6110,installed,1957,torenovate,gas,2,Hainaut
house,397000,7711,installed,1971,good,fueloil,5,Hainaut
house,184000,6470,semiequipped,1971,good,wood,2,Hainaut
house,259000,6238,installed,1965,torenovate,fueloil,2,Hainaut
house,179000,7012,notinstalled,1954,good,fueloil,2,Hainaut
apartment,254216,7100,hyperequipped,2018,good,gas,3,Hainaut
house,535000,7130,installed,2003,good,fueloil,6,Hainaut
house,259000,6230,installed,1965,torenovate,fueloil,3,Hainaut
house,400000,7090,installed,1997,justrenovated,gas,2,Hainaut
house,230000,6200,installed,1974,justrenovated,fueloil,4,Hainaut
house,385000,7062,hyperequipped,1975,justrenovated,gas,5,Hainaut
apartment,244000,7060,installed,2023,good,gas,2,Hainaut
apartment,170000,6060,hyperequipped,2021,justrenovated,gas,1,Hainaut
apartment,205000,6060,hyperequipped,2021,justrenovated,gas,2,Hainaut
apartment,210000,6060,hyperequipped,2021,justrenovated,gas,2,Hainaut
apartment,270000,7070,semiequipped,2017,justrenovated,gas,2,Hainaut
apartment,255000,6000,hyperequipped,2022,justrenovated,gas,2,Hainaut
apartment,255000,6060,hyperequipped,2021,justrenovated,gas,3,Hainaut
apartment,208000,7800,semiequipped,2018,justrenovated,gas,1,Hainaut
house,580000,7973,installed,1890,good,fueloil,9,Hainaut
house,395000,7322,semiequipped,1995,good,fueloil,3,Hainaut
house,150000,6180,semiequipped,1971,justrenovated,gas,2,Hainaut
house,275000,6180,installed,1900,good,gas,3,Hainaut
house,345000,6060,semiequipped,1892,good,gas,4,Hainaut
apartment,235000,7860,semiequipped,2020,good,gas,2,Hainaut
house,210000,7972,semiequipped,1850,torenovate,fueloil,3,Hainaut
apartment,235000,7860,semiequipped,2020,good,gas,2,Hainaut
apartment,223000,7860,semiequipped,2020,good,gas,2,Hainaut
apartment,225000,7110,installed,2008,justrenovated,gas,5,Hainaut
house,200000,7060,semiequipped,1961,good,fueloil,3,Hainaut
apartment,295000,7090,installed,2008,good,electric,3,Hainaut
house,299999,7100,installed,1980,good,gas,3,Hainaut
house,299000,7730,installed,2016,justrenovated,gas,3,Hainaut
apartment,240402,7100,hyperequipped,2018,good,gas,2,Hainaut
house,385000,7060,hyperequipped,1975,justrenovated,gas,5,Hainaut
apartment,245000,6060,hyperequipped,2021,justrenovated,gas,2,Hainaut
house,295000,6032,installed,2004,justrenovated,fueloil,3,Hainaut
house,219000,6200,installed,1950,justrenovated,gas,2,Hainaut
house,74999,6020,notinstalled,1950,torenovate,gas,4,Hainaut
house,285000,7100,installed,1978,good,fueloil,5,Hainaut
apartment,249000,7000,installed,1990,good,gas,2,Hainaut
house,375000,6210,installed,1981,good,fueloil,3,Hainaut
house,475000,7100,installed,1970,good,gas,4,Hainaut
house,95000,7160,installed,1899,good,fueloil,2,Hainaut
apartment,239000,7500,installed,1975,justrenovated,gas,3,Hainaut
apartment,130000,7134,installed,2008,justrenovated,gas,1,Hainaut
apartment,135000,7134,installed,2005,good,gas,2,Hainaut
house,299000,6280,installed,1972,good,fueloil,4,Hainaut
house,439242,7160,hyperequipped,2021,justrenovated,gas,3,Hainaut
house,147500,6150,installed,1920,torenovate,gas,2,Hainaut
house,249000,6042,installed,1950,good,gas,3,Hainaut
house,399000,6280,hyperequipped,1934,good,fueloil,5,Hainaut
apartment,232140,7070,installed,2021,good,gas,2,Hainaut
house,159000,6040,notinstalled,1935,torenovate,gas,4,Hainaut
house,249000,7120,installed,1973,torenovate,fueloil,3,Hainaut
apartment,170000,6000,hyperequipped,2021,justrenovated,gas,1,Hainaut
apartment,262500,7100,hyperequipped,2018,good,gas,3,Hainaut
apartment,197500,7331,installed,2010,justrenovated,electric,2,Hainaut
house,249000,6060,hyperequipped,2010,justrenovated,gas,3,Hainaut
house,369000,6530,installed,1998,good,fueloil,3,Hainaut
house,229000,6041,installed,1918,justrenovated,gas,4,Hainaut
apartment,270663,7100,hyperequipped,2018,good,gas,3,Hainaut
apartment,199000,6000,installed,1990,justrenovated,gas,2,Hainaut
house,209000,7170,installed,1900,good,gas,3,Hainaut
house,240000,7020,installed,1971,justrenovated,gas,4,Hainaut
house,210000,7060,installed,1939,good,pellet,3,Hainaut
house,199000,6200,installed,1969,torenovate,fueloil,2,Hainaut
apartment,190000,7020,semiequipped,2010,good,gas,2,Hainaut
apartment,269000,7700,hyperequipped,2017,justrenovated,gas,2,Hainaut
house,329000,6001,installed,1957,torenovate,gas,5,Hainaut
house,295000,7131,installed,1965,good,gas,3,Hainaut
house,184500,7320,installed,1850,good,gas,3,Hainaut
apartment,230000,7190,hyperequipped,1996,justrenovated,electric,2,Hainaut
house,299900,6180,installed,1899,good,gas,4,Hainaut
house,199000,7180,semiequipped,1905,good,gas,2,Hainaut
apartment,255000,6000,hyperequipped,2021,justrenovated,gas,3,Hainaut
house,250000,7700,installed,2015,justrenovated,gas,3,Hainaut
house,245000,6230,installed,1975,good,gas,3,Hainaut
apartment,350000,6000,hyperequipped,2022,justrenovated,gas,2,Hainaut
apartment,229900,6000,semiequipped,1899,justrenovated,gas,2,Hainaut
house,249000,6000,installed,1950,good,gas,3,Hainaut
apartment,95000,6530,installed,1993,torenovate,electric,2,Hainaut
apartment,99000,7100,semiequipped,1977,good,gas,1,Hainaut
house,450000,6567,hyperequipped,1899,justrenovated,gas,5,Hainaut
apartment,258978,7100,hyperequipped,2018,good,gas,3,Hainaut
apartment,163794,7100,hyperequipped,2021,good,gas,1,Hainaut
apartment,199000,6001,hyperequipped,2010,justrenovated,gas,2,Hainaut
house,89000,6000,semiequipped,1918,torenovate,gas,2,Hainaut
house,525000,7830,semiequipped,1976,good,fueloil,4,Hainaut
house,299000,6210,installed,1980,good,fueloil,4,Hainaut
apartment,85000,7100,notinstalled,1965,torenovate,fueloil,2,Hainaut
apartment,192554,7100,hyperequipped,2018,good,gas,2,Hainaut
apartment,165000,7110,installed,1984,good,gas,2,Hainaut
house,240000,6040,installed,1973,good,fueloil,3,Hainaut
house,30000,7080,semiequipped,1900,torenovate,gas,2,Hainaut
house,200000,6230,installed,1967,good,gas,2,Hainaut
apartment,54900,6000,notinstalled,1964,torenovate,gas,1,Hainaut
apartment,95000,7130,semiequipped,1960,good,gas,1,Hainaut
house,199000,7181,semiequipped,1905,good,gas,2,Hainaut
house,625000,7133,installed,1850,justrenovated,fueloil,4,Hainaut
apartment,452539,7850,hyperequipped,2022,justrenovated,gas,3,Hainaut
house,645000,7850,installed,1982,good,fueloil,4,Hainaut
apartment,159000,7100,installed,2005,justrenovated,gas,2,Hainaut
house,445281,7160,hyperequipped,2021,justrenovated,gas,3,Hainaut
apartment,219900,6000,semiequipped,1899,justrenovated,gas,2,Hainaut
apartment,195000,7080,installed,2020,good,gas,2,Hainaut
house,475000,6000,semiequipped,2014,good,gas,4,Hainaut
house,285000,7700,installed,1930,justrenovated,gas,5,Hainaut
house,475000,6032,semiequipped,2014,good,gas,4,Hainaut
house,479000,6150,installed,1996,justrenovated,gas,4,Hainaut
apartment,250000,6041,installed,2020,good,gas,2,Hainaut
apartment,245000,6041,installed,2020,good,gas,2,Hainaut
apartment,212500,6041,installed,2020,good,gas,2,Hainaut
apartment,207500,6041,installed,2020,good,gas,2,Hainaut
house,319000,7970,semiequipped,1850,torenovate,fueloil,3,Hainaut
house,285000,6181,hyperequipped,1893,good,gas,4,Hainaut
apartment,359000,7500,installed,2008,justrenovated,gas,3,Hainaut
house,249000,7141,installed,1998,torenovate,gas,5,Hainaut
house,219000,6560,installed,2021,good,gas,3,Hainaut
house,425000,7130,semiequipped,1968,torenovate,fueloil,5,Hainaut
house,239000,6150,installed,2010,good,gas,3,Hainaut
house,89000,6031,notinstalled,1874,torenovate,gas,3,Hainaut
house,425000,7000,semiequipped,1968,torenovate,fueloil,5,Hainaut
house,190000,7190,installed,1971,justrenovated,gas,3,Hainaut
house,235000,7860,semiequipped,2020,good,gas,2,Hainaut
house,159000,6061,semiequipped,1850,good,gas,3,Hainaut
apartment,85000,6000,installed,1966,good,fueloil,2,Hainaut
house,99000,7080,installed,1920,good,gas,3,Hainaut
house,99000,6061,notinstalled,1875,good,gas,2,Hainaut
apartment,185000,7370,hyperequipped,2018,justrenovated,gas,2,Hainaut
apartment,175000,6150,installed,2021,justrenovated,gas,2,Hainaut
apartment,148000,6060,hyperequipped,1968,good,fueloil,2,Hainaut
apartment,175000,6150,installed,2021,justrenovated,gas,2,Hainaut
house,540000,7500,semiequipped,1910,good,fueloil,6,Hainaut
house,525000,7000,hyperequipped,1850,justrenovated,gas,4,Hainaut
apartment,245000,6000,hyperequipped,2021,justrenovated,gas,2,Hainaut
apartment,238000,6044,hyperequipped,2021,justrenovated,gas,2,Hainaut
house,475000,7000,installed,1890,good,fueloil,5,Hainaut
apartment,235000,6000,hyperequipped,2021,justrenovated,gas,2,Hainaut
house,475000,6110,semiequipped,2014,good,gas,4,Hainaut
house,410000,7620,installed,2001,justrenovated,fueloil,4,Hainaut
apartment,285000,7033,installed,2013,good,electric,3,Hainaut
house,649000,7333,installed,1995,good,fueloil,6,Hainaut
house,249999,7070,installed,1871,torenovate,pellet,5,Hainaut
house,179500,7340,notinstalled,1874,torenovate,fueloil,3,Hainaut
apartment,190000,7134,installed,2022,good,gas,2,Hainaut
house,345000,6000,semiequipped,1892,good,gas,4,Hainaut
house,345000,6061,semiequipped,1892,good,gas,4,Hainaut
house,199000,7141,installed,1973,good,gas,3,Hainaut
house,500000,6534,installed,2012,good,gas,3,Hainaut
apartment,105000,7500,semiequipped,1971,torenovate,gas,2,Hainaut
house,349900,6000,installed,1970,justrenovated,gas,2,Hainaut
house,275000,7500,semiequipped,1972,justrenovated,fueloil,4,Hainaut
house,298000,6460,installed,2012,good,pellet,4,Hainaut
house,430000,7061,installed,1996,good,fueloil,3,Hainaut
house,315000,7110,semiequipped,1977,good,fueloil,4,Hainaut
apartment,198000,6000,installed,1992,good,gas,2,Hainaut
house,298000,6596,installed,2012,good,pellet,4,Hainaut
apartment,175000,7370,hyperequipped,2018,justrenovated,gas,2,Hainaut
apartment,179000,7700,installed,2008,good,gas,1,Hainaut
house,340000,7062,installed,2021,good,gas,4,Hainaut
house,240000,6210,semiequipped,1959,torenovate,fueloil,3,Hainaut
house,695000,7890,semiequipped,1998,good,electric,4,Hainaut
house,147500,7160,semiequipped,1975,torenovate,gas,2,Hainaut
apartment,119000,7500,installed,1975,good,gas,1,Hainaut
apartment,165000,6141,hyperequipped,2021,justrenovated,gas,2,Hainaut
house,205000,7830,semiequipped,1900,torenovate,fueloil,2,Hainaut
apartment,162500,6141,hyperequipped,2021,justrenovated,gas,2,Hainaut
house,79000,6041,semiequipped,1875,torenovate,gas,2,Hainaut
apartment,155000,7090,installed,1980,justrenovated,gas,2,Hainaut
apartment,179900,6141,hyperequipped,2021,justrenovated,gas,2,Hainaut
house,389000,7100,installed,1985,justrenovated,gas,3,Hainaut
apartment,124999,6000,semiequipped,1979,good,gas,3,Hainaut
apartment,145000,7134,installed,2022,good,gas,1,Hainaut
apartment,180000,7000,semiequipped,1980,good,gas,3,Hainaut
apartment,220000,7000,hyperequipped,2022,justrenovated,gas,2,Hainaut
house,325000,6280,installed,2000,justrenovated,gas,4,Hainaut
house,350000,7062,installed,2022,good,gas,3,Hainaut
house,490000,7850,semiequipped,1900,torenovate,fueloil,5,Hainaut
house,144900,6020,installed,1950,good,fueloil,3,Hainaut
house,275000,7000,installed,1875,good,fueloil,3,Hainaut
apartment,235920,7100,hyperequipped,2018,good,gas,3,Hainaut
house,210000,7340,semiequipped,2015,good,gas,3,Hainaut
house,350000,6460,installed,1964,justrenovated,fueloil,4,Hainaut
apartment,175000,7100,installed,2005,good,gas,2,Hainaut
apartment,183000,7700,semiequipped,1950,torenovate,electric,4,Hainaut
house,325000,7141,hyperequipped,2015,justrenovated,fueloil,4,Hainaut
apartment,205000,7000,hyperequipped,2022,justrenovated,gas,2,Hainaut
house,219000,7020,semiequipped,2010,justrenovated,gas,3,Hainaut
house,225000,7190,hyperequipped,1947,good,gas,3,Hainaut
house,325000,6220,semiequipped,1930,justrenovated,gas,4,Hainaut
house,595000,7350,hyperequipped,2018,justrenovated,gas,4,Hainaut
house,399000,7866,semiequipped,1960,good,wood,6,Hainaut
house,399000,6210,installed,2003,justrenovated,electric,3,Hainaut
apartment,225000,7890,semiequipped,2008,good,gas,2,Hainaut
house,215000,6032,semiequipped,1970,torenovate,gas,3,Hainaut
house,325000,6210,hyperequipped,1984,good,gas,3,Hainaut
apartment,235000,6060,hyperequipped,2021,justrenovated,gas,2,Hainaut
house,339000,7700,installed,2007,good,gas,3,Hainaut
apartment,195000,6141,hyperequipped,2021,justrenovated,gas,2,Hainaut
apartment,192500,6141,installed,2021,justrenovated,gas,2,Hainaut
house,235000,7860,semiequipped,2020,good,gas,2,Hainaut
house,280000,7060,installed,1967,torenovate,gas,3,Hainaut
house,535000,7730,semiequipped,2010,justrenovated,gas,5,Hainaut
apartment,205000,6000,hyperequipped,2021,justrenovated,gas,2,Hainaut
house,350000,4360,installed,1974,torenovate,fueloil,1,Liege
house,365000,4540,semiequipped,1899,good,fueloil,3,Liege
apartment,189000,4180,semiequipped,2006,good,electric,2,Liege
house,205000,4020,semiequipped,1951,good,gas,2,Liege
apartment,179000,4500,installed,1975,good,gas,3,Liege
house,169000,4430,semiequipped,1910,good,gas,3,Liege
house,375000,4960,installed,1978,torenovate,fueloil,4,Liege
house,199000,4801,semiequipped,1956,good,gas,3,Liege
house,469000,4020,installed,1970,good,fueloil,4,Liege
house,255000,4400,semiequipped,1958,good,gas,4,Liege
house,495000,4432,hyperequipped,1947,justrenovated,fueloil,5,Liege
apartment,249000,4051,installed,2019,justrenovated,gas,2,Liege
house,429000,4610,installed,2016,good,gas,4,Liege
house,100000,4960,semiequipped,1963,torenovate,fueloil,4,Liege
house,190000,4020,installed,1953,torenovate,fueloil,2,Liege
house,299000,4030,notinstalled,1969,torenovate,fueloil,3,Liege
house,225000,4000,semiequipped,1933,good,fueloil,3,Liege
house,550000,4500,installed,1996,good,fueloil,5,Liege
house,649000,4680,hyperequipped,1996,justrenovated,fueloil,6,Liege
apartment,299000,4000,installed,1971,good,gas,2,Liege
apartment,140000,4030,semiequipped,1970,torenovate,gas,2,Liege
house,225000,4030,installed,1910,justrenovated,gas,2,Liege
house,385000,4260,installed,1900,good,fueloil,4,Liege
house,166000,4100,semiequipped,1918,torenovate,gas,3,Liege
apartment,169000,4880,installed,2000,good,fueloil,1,Liege
house,235000,4540,installed,1940,justrenovated,gas,4,Liege
house,475000,4000,installed,1948,justrenovated,gas,4,Liege
house,239000,4100,installed,2000,good,gas,2,Liege
apartment,189000,4520,installed,1977,good,gas,3,Liege
house,215000,4040,semiequipped,1956,good,fueloil,2,Liege
apartment,179000,4500,installed,2018,good,gas,2,Liege
house,35000,4870,installed,1951,good,gas,2,Liege
house,345000,4040,installed,1997,good,gas,7,Liege
apartment,199000,4000,hyperequipped,1943,justrenovated,electric,2,Liege
apartment,209000,4000,hyperequipped,1943,justrenovated,electric,2,Liege
house,420000,4760,semiequipped,2000,justrenovated,gas,4,Liege
house,180000,4920,installed,2006,good,fueloil,3,Liege
house,450000,4280,hyperequipped,1960,justrenovated,fueloil,5,Liege
apartment,220000,4020,semiequipped,2011,good,gas,1,Liege
apartment,195000,4500,installed,1900,justrenovated,gas,3,Liege
house,499000,4684,installed,1991,good,fueloil,4,Liege
house,175000,4420,semiequipped,1900,torenovate,fueloil,3,Liege
house,215000,4300,installed,1934,torenovate,fueloil,4,Liege
house,350000,4910,installed,1989,good,fueloil,3,Liege
house,359000,4340,semiequipped,2009,good,gas,4,Liege
apartment,175000,4020,installed,1961,torenovate,gas,2,Liege
apartment,165000,4300,semiequipped,1991,justrenovated,electric,2,Liege
house,525000,4287,hyperequipped,2000,justrenovated,fueloil,4,Liege
apartment,220000,4041,installed,2014,justrenovated,gas,2,Liege
apartment,160000,4690,installed,2003,good,fueloil,3,Liege
house,548000,4000,semiequipped,1927,good,gas,6,Liege
house,245000,4540,semiequipped,1875,good,gas,4,Liege
apartment,174000,4800,installed,1874,justrenovated,gas,2,Liege
house,475000,4500,installed,1900,justrenovated,gas,4,Liege
house,595000,4053,installed,1968,torenovate,fueloil,5,Liege
apartment,199000,4040,semiequipped,1998,good,gas,2,Liege
apartment,199000,4280,installed,1962,good,pellet,2,Liege
house,575000,4130,installed,1890,good,fueloil,4,Liege
house,259000,4400,installed,2009,good,gas,3,Liege
apartment,139000,4500,semiequipped,1966,good,fueloil,1,Liege
apartment,180000,4420,installed,2014,justrenovated,gas,5,Liege
apartment,148000,4690,semiequipped,1973,good,fueloil,2,Liege
apartment,180000,4101,installed,1967,good,gas,2,Liege
apartment,74000,4000,semiequipped,1976,good,electric,1,Liege
house,650000,4000,installed,1911,torenovate,gas,7,Liege
house,50000,4101,semiequipped,1959,good,gas,1,Liege
house,329900,4041,installed,1996,justrenovated,fueloil,3,Liege
house,240000,4540,semiequipped,1899,good,fueloil,3,Liege
house,249000,4102,semiequipped,1956,torenovate,gas,4,Liege
apartment,294000,4100,hyperequipped,2021,good,gas,1,Liege
house,275000,4430,installed,1986,good,electric,3,Liege
house,289000,4683,installed,1965,torenovate,gas,3,Liege
house,290000,4020,installed,1958,torenovate,gas,3,Liege
apartment,229500,4470,installed,2003,good,gas,3,Liege
house,259000,4102,installed,1910,good,gas,5,Liege
house,295000,4400,installed,1967,torenovate,fueloil,6,Liege
house,240000,4340,installed,1919,good,pellet,3,Liege
apartment,279000,4100,installed,1999,good,gas,2,Liege
apartment,275000,4400,installed,1999,good,gas,4,Liege
house,299000,4540,semiequipped,1899,good,gas,4,Liege
apartment,252000,4100,hyperequipped,2021,good,gas,1,Liege
apartment,235000,4041,installed,2013,justrenovated,gas,2,Liege
apartment,230000,4000,installed,1962,good,gas,2,Liege
house,295000,4480,installed,1940,good,gas,4,Liege
house,335000,4453,semiequipped,1975,good,fueloil,2,Liege
house,189000,4500,semiequipped,1850,good,gas,2,Liege
house,175000,4480,semiequipped,1900,torenovate,gas,3,Liege
house,375000,4682,installed,2020,good,gas,4,Liege
apartment,365000,4000,installed,2016,good,gas,2,Liege
apartment,395000,4460,installed,1850,justrenovated,gas,2,Liege
house,195000,4540,semiequipped,1900,torenovate,gas,3,Liege
house,219000,4460,notinstalled,1970,torenovate,fueloil,5,Liege
house,450000,4540,installed,1930,good,gas,3,Liege
house,259000,4140,installed,1963,justrenovated,gas,3,Liege
house,179000,4480,installed,1899,torenovate,gas,3,Liege
apartment,665000,4020,notinstalled,1930,torenovate,gas,4,Liege
apartment,247500,4620,notinstalled,2020,good,gas,2,Liege
house,695000,4260,installed,1900,good,fueloil,8,Liege
house,25000,4530,installed,1978,good,fueloil,3,Liege
house,50000,4350,hyperequipped,1874,justrenovated,fueloil,4,Liege
house,139000,4000,installed,1915,torenovate,gas,3,Liege
house,275000,4570,notinstalled,1946,good,fueloil,6,Liege
